record_id,timestamp,source_type,language,country,region,municipality,locality,place_name,location_id,location_precision,location_confidence,claimed_location,ground_truth_location,actor_mentioned,observed_actor,event_id,event_name,information_type,military_signal_type,text,relevance_label,reliability_label,claim_strength,certainty_level,is_duplicate,is_rumor,is_disinformation,is_civilian_related,is_military_related,media_claimed,media_verified,possible_misidentification,misleading_type,ground_truth_status,same_event_cluster,analyst_question
REC-079268,2026-09-17T05:06:00+02:00,בלוג פוליטי,תרגום מכונה לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת מקומי 73,LOC-093,junction,נמוכה,"זבצ׳אן, צומת מקומי 73","זבצ׳אן, צומת מקומי 73",מנהיגים מקומיים סרבים,מנהיגים מקומיים סרבים,EVT-013,סרביה מעלה כוננות בצד הגבול,מחסום/חסימה,מחסום/חסימה,דיווח על תנועה חריגה של רכבים ביטחוניים באזור צומת מקומי 73. מקור מקומי טוען שהכביש נחסם לזמן קצר.,4,confirmed,חלשה,גבוהה,false,true,false,false,true,true,false,false,,נכון,EVT-013-CL-01,האם האירוע משפיע על אזרחים או על צירים?
REC-086905,2026-09-17T05:06:00+02:00,חדשות מקומיות,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,כפר 10,תחנת דלק 10,LOC-030,facility,גבוהה,"זבצ׳אן, תחנת דלק 10","זבצ׳אן, תחנת דלק 10",ממשלת סרביה,ממשלת סרביה,EVT-024,אירוע ירי נוסף לא מאומת,פעילות משטרתית,פעילות משטרתית,"דיווח דרמטי טוען שכוחות גדולים חצו את הגבול הלילה. נכון לעכשיו אין לכך אימות, ומקורות אחרים מכחישים.",4,unverified,חלשה,נמוכה,false,true,true,false,true,false,false,false,זמן שגוי,נכון חלקית,EVT-024-CL-03,האם נדרשת הצלבה עם מקורות נוספים?
REC-022751,2026-09-17T05:07:00+02:00,בלוג פוליטי,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 48,ציר גישה 48,LOC-068,road_segment,גבוהה,"צפון מיטרוביצה, ציר גישה 48","צפון מיטרוביצה, ציר גישה 48",KSF,KSF,EVT-011,דיווחים סותרים על ירי באזור כפרי,דיווח ירי,דיווח ירי,דיווח באנגלית טוען למאות חמושים באזור ציר גישה 48; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות.,3,unverified,חזקה,נמוכה,false,true,true,false,true,false,false,false,תוכן מפוברק,נכון,EVT-011-CL-11,האם יש שינוי בנוכחות KFOR?
REC-050099,2026-09-17T05:07:00+02:00,X,תרגום מכונה לעברית,קוסובו,צפון קוסובו,זבצ׳אן,כפר 30,תחנת דלק 30,LOC-050,facility,גבוהה,"זבצ׳אן, תחנת דלק 30","זבצ׳אן, תחנת דלק 30",KFOR,KFOR,EVT-014,דיווח שקרי על חציית גבול סרבית,דיווח ירי,דיווח ירי,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.,3,false,חלשה,נמוכה,false,false,false,true,true,false,false,true,רעש שנראה צבאי,לא ידוע,EVT-014-CL-04,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-041241,2026-09-17T05:08:00+02:00,הודעת דובר,עברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר סמוך,כביש כפרי צפוני,LOC-011,road_segment,בינונית,"לפוסאביץ׳, כביש כפרי צפוני","לפוסאביץ׳, כביש כפרי צפוני",ממשלת קוסובו,ממשלת קוסובו,EVT-015,KFOR מציב חיץ באזור רגיש,מחסום/חסימה,מחסום/חסימה,"נשמעו קולות שנשמעו כמו ירי באזור כביש כפרי צפוני. חלק מהדיווחים מייחסים זאת לממשלת קוסובו, אך המידע לא אומת. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.",3,unverified,חלשה,נמוכה,false,true,false,false,true,false,false,false,,לא ידוע,EVT-015-CL-04,האם האירוע משפיע על אזרחים או על צירים?
REC-048626,2026-09-17T05:08:00+02:00,טיקטוק,עברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת כניסה לעיירה,LOC-010,junction,גבוהה,"זבצ׳אן, צומת כניסה לעיירה","זבצ׳אן, צומת כניסה לעיירה",יחידה מיוחדת של משטרת קוסובו,יחידה מיוחדת של משטרת קוסובו,EVT-017,בתי ספר ועסקים נסגרים זמנית,תצפית על תנועת כוחות,תצפית על תנועת כוחות,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד צומת כניסה לעיירה. האווירה מתוחה. אין תיעוד חזותי שמאפשר לאמת את הפרטים.,1,unverified,חזקה,נמוכה,false,false,false,true,true,false,false,false,,נכון,EVT-017-CL-12,האם הדיווח מצביע על פעילות משטרתית?
REC-002889,2026-09-17T05:09:00+02:00,X,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר 128,בית ספר 128,LOC-148,facility,בינונית,"זובין פוטוק, בית ספר 128","זובין פוטוק, בית ספר 128",משטרת קוסובו,משטרת קוסובו,EVT-014,דיווח שקרי על חציית גבול סרבית,פינוי/חילוץ,פינוי/חילוץ,דיווח באנגלית טוען למאות חמושים באזור בית ספר 128; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות. אין תיעוד חזותי שמאפשר לאמת את הפרטים.,2,unverified,חלשה,נמוכה,false,true,true,false,true,false,false,false,הגזמת מספרים,לא ידוע,EVT-014-CL-05,האם יש שינוי בנוכחות KFOR?
REC-026123,2026-09-17T05:09:00+02:00,טלגרם,עברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,אזור כפרי מערבי,LOC-007,rural_area,גבוהה,"זובין פוטוק, אזור כפרי מערבי","זובין פוטוק, אזור כפרי מערבי",ממשלת סרביה,,EVT-019,הצהרת נאט״ו/איחוד אירופי להרגעת הצדדים,רשתות חברתיות,,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.,2,disputed,חלשה,נמוכה,false,true,false,true,false,false,false,false,,לא ידוע,EVT-019-CL-05,האם האירוע משפיע על אזרחים או על צירים?
REC-035483,2026-09-17T05:09:00+02:00,ערוץ חדשות בינלאומי,תרגום מכונה לעברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,מרכז בריאות 77,LOC-097,facility,גבוהה,"זובין פוטוק, מרכז בריאות 77","זובין פוטוק, מרכז בריאות 77",מפגינים סרבים מקומיים,,EVT-016,חסימות נוספות והתפשטות מחאות,חדשות/תקשורת,,פרשנים מזהירים שהפצת סרטונים חלקיים עלולה להחריף את המצב.,5,unverified,חזקה,נמוכה,false,false,false,false,false,false,false,false,,לא ידוע,EVT-016-CL-02,האם הדיווח מצביע על פעילות משטרתית?
REC-040116,2026-09-17T05:09:00+02:00,שמועה מקומית,תרגום מכונה לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 92,צומת מקומי 92,LOC-112,junction,בינונית,"לפוסאביץ׳, צומת מקומי 92","לפוסאביץ׳, צומת מקומי 92",ממשלת קוסובו,,EVT-013,סרביה מעלה כוננות בצד הגבול,רשתות חברתיות,,מישהו יודע אם בטוח לעבור דרך צומת מקומי 92? שמעתי שיש שם מחסום חדש.,0,likely,חלשה,בינונית,false,true,false,true,false,true,false,false,,שגוי,EVT-013-CL-01,האם מחאה אזרחית הופכת לעימות חמוש?
REC-083100,2026-09-17T05:09:00+02:00,הודעת דובר,תרגום מכונה לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 8,כפר סמוך 8,LOC-028,village,בינונית,"לפוסאביץ׳, כפר סמוך 8","לפוסאביץ׳, כפר סמוך 8",תושבים מקומיים,תושבים מקומיים,EVT-011,דיווחים סותרים על ירי באזור כפרי,תצפית על תנועת כוחות,תצפית על תנועת כוחות,חשבון מקומי מדווח שתושבים מקומיים הגבירו סיורים באזור כפר סמוך 8. תושבים מתבקשים להימנע מהגעה למוקדי חיכוך.,4,disputed,חלשה,נמוכה,false,true,false,false,true,true,false,false,,נכון חלקית,EVT-011-CL-05,האם הדיווח מצביע על פעילות משטרתית?
REC-000060,2026-09-17T05:11:00+02:00,בלוג פוליטי,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 129,אזור תעשייה קטן 129,LOC-149,neighborhood,בינונית,"לפוסאביץ׳, אזור תעשייה קטן 129","לפוסאביץ׳, אזור תעשייה קטן 129",עיתונאים מקומיים,,EVT-011,דיווחים סותרים על ירי באזור כפרי,רשתות חברתיות,,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.,1,unverified,חלשה,נמוכה,false,true,false,true,false,false,false,false,,שגוי,EVT-011-CL-12,האם הדיווח מצביע על פעילות משטרתית?
REC-030899,2026-09-17T05:11:00+02:00,טלגרם,עברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 116,אזור תעשייה קטן 116,LOC-136,neighborhood,בינונית,"לפוסאביץ׳, אזור תעשייה קטן 116","לפוסאביץ׳, אזור תעשייה קטן 116",גורמים לא מזוהים,,EVT-011,דיווחים סותרים על ירי באזור כפרי,רשתות חברתיות,,ראיתי כמה רכבים עם אורות כחולים בדרך לאזור תעשייה קטן 116. לא ברור אם זה משטרה או אמבולנס. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.,2,unverified,בינונית,נמוכה,false,false,false,true,false,false,false,false,,נכון חלקית,EVT-011-CL-05,האם הדיווח מצביע על פעילות משטרתית?
REC-052950,2026-09-17T05:11:00+02:00,שמועה מקומית,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 15,כיכר מרכזית 15,LOC-035,public_square,נמוכה,"לפוסאביץ׳, כיכר מרכזית 15","לפוסאביץ׳, כיכר מרכזית 15",משרד הפנים של קוסובו,,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,כלכלי/חברתי,,הודעה אזרחית מזכירה לתושבים שהשימוש במטבע ובשירותים פיננסיים נמצא במוקד מחלוקת.,2,disputed,חלשה,נמוכה,false,false,false,true,false,false,false,false,,שגוי,EVT-022-CL-04,האם הדיווח מצביע על פעילות משטרתית?
REC-084185,2026-09-17T05:11:00+02:00,שמועה מקומית,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר 36,אזור תעשייה קטן 36,LOC-056,neighborhood,בינונית,"זובין פוטוק, אזור תעשייה קטן 36","זובין פוטוק, אזור תעשייה קטן 36",מנהיגים מקומיים סרבים,,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,כלכלי/חברתי,,תושבים מתלוננים שהמצב הביטחוני פוגע בשגרה יותר מהאירוע עצמו.,1,disputed,חלשה,נמוכה,false,false,false,true,false,true,false,false,,שגוי,EVT-022-CL-03,האם האירוע משפיע על אזרחים או על צירים?
REC-036022,2026-09-17T05:12:00+02:00,הודעת דובר,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 42,מרכז בריאות 42,LOC-062,facility,גבוהה,"צפון מיטרוביצה, מרכז בריאות 42","צפון מיטרוביצה, מרכז בריאות 42",משטרת קוסובו,משטרת קוסובו,EVT-011,דיווחים סותרים על ירי באזור כפרי,פינוי/חילוץ,פינוי/חילוץ,"דיווח על כלי טיס בלתי מזוהה מעל אזור מרכז בריאות 42. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי.",5,unverified,חלשה,נמוכה,false,true,false,false,true,false,false,false,,נכון,EVT-011-CL-10,האם האירוע משפיע על אזרחים או על צירים?
REC-064196,2026-09-17T05:12:00+02:00,בלוג פוליטי,עברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,נקודת בידוק כללית 6,LOC-026,checkpoint_area,בינונית,"צפון מיטרוביצה, נקודת בידוק כללית 6","צפון מיטרוביצה, נקודת בידוק כללית 6",אמבולנסים,,EVT-016,חסימות נוספות והתפשטות מחאות,רפואי/חירום,,"תושב מדווח שאמבולנס עבר במהירות לכיוון נקודת בידוק כללית 6, אך לא ברור אם זה קשור לעימות. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.",2,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,שגוי,EVT-016-CL-08,האם מדובר באירוע אמיתי או רעש?
REC-075295,2026-09-17T05:12:00+02:00,טלגרם,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 1,כפר סמוך 1,LOC-021,village,נמוכה,"צפון מיטרוביצה, כפר סמוך 1","צפון מיטרוביצה, כפר סמוך 1",יחידה מיוחדת של משטרת קוסובו,יחידה מיוחדת של משטרת קוסובו,EVT-018,דיווחים על מחסור בדלק ומזון,פינוי/חילוץ,פינוי/חילוץ,יש תור ארוך בתחנת הדלק ליד כפר סמוך 1. אנשים קונים יותר מהרגיל. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.,2,unverified,חלשה,נמוכה,false,false,false,true,true,true,false,false,,שגוי,EVT-018-CL-08,האם הדיווח מצביע על פעילות משטרתית?
REC-043731,2026-09-17T05:13:00+02:00,הודעת דובר,תרגום מכונה לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,כיכר מרכזית 57,LOC-077,public_square,נמוכה,"לפוסאביץ׳, נקודת בידוק כללית 112","זבצ׳אן, כיכר מרכזית 57",גורמים לא מזוהים,גורמים לא מזוהים,EVT-012,תקיפה נקודתית על סיור קוסוברי,פעילות משטרתית,פעילות משטרתית,דיווח על תנועה חריגה של רכבים ביטחוניים באזור כיכר מרכזית 57. מקור מקומי טוען שהכביש נחסם לזמן קצר. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.,4,propaganda/disinformation,חלשה,נמוכה,false,true,false,false,true,false,false,true,מיקום שגוי,שגוי,EVT-012-CL-07,האם מדובר באירוע אמיתי או רעש?
REC-079241,2026-09-17T05:13:00+02:00,שמועה מקומית,תרגום מכונה לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 27,תחנת דלק 27,LOC-047,facility,נמוכה,"צפון מיטרוביצה, תחנת דלק 27","צפון מיטרוביצה, תחנת דלק 27",משרד הפנים של קוסובו,משרד הפנים של קוסובו,EVT-011,דיווחים סותרים על ירי באזור כפרי,כוננות בצד הסרבי,כוננות בצד הסרבי,דיווח לא מאומת על משרד הפנים של קוסובו באזור תחנת דלק 27. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך. אין תיעוד חזותי שמאפשר לאמת את הפרטים.,2,propaganda/disinformation,חלשה,נמוכה,false,true,false,false,true,false,false,false,הכחשה שקרית,לא ידוע,EVT-011-CL-04,האם האירוע משפיע על אזרחים או על צירים?
REC-023059,2026-09-17T05:14:00+02:00,X,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 48,ציר גישה 48,LOC-068,road_segment,נמוכה,"לפוסאביץ׳, נקודת בידוק כללית 41","צפון מיטרוביצה, ציר גישה 48",צבא סרביה,צבא סרביה,EVT-011,דיווחים סותרים על ירי באזור כפרי,פינוי/חילוץ,פינוי/חילוץ,"סרטון שמופץ ברשת מוצג כאילו צולם באזור ציר גישה 48, אך יש טענות שהוא ישן ואינו קשור לאירועים הנוכחיים.",2,likely,בינונית,בינונית,false,true,true,false,true,false,false,true,מיקום שגוי,נכון חלקית,EVT-011-CL-12,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-048510,2026-09-17T05:15:00+02:00,הודעת דובר,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,כפר 35,אזור תעשייה קטן 35,LOC-055,neighborhood,נמוכה,"צפון מיטרוביצה, מרכז בריאות 42","זבצ׳אן, אזור תעשייה קטן 35",ממשלת סרביה,,EVT-017,בתי ספר ועסקים נסגרים זמנית,רפואי/חירום,,"תושב מדווח שאמבולנס עבר במהירות לכיוון אזור תעשייה קטן 35, אך לא ברור אם זה קשור לעימות. אין תיעוד חזותי שמאפשר לאמת את הפרטים.",3,false,בינונית,נמוכה,false,false,false,true,false,false,false,true,מיקום שגוי,שגוי,EVT-017-CL-06,האם האירוע משפיע על אזרחים או על צירים?
REC-034226,2026-09-17T05:16:00+02:00,בלוג פוליטי,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 53,LOC-073,facility,גבוהה,"זבצ׳אן, מרכז בריאות 53","זבצ׳אן, מרכז בריאות 53",משטרת קוסובו,משטרת קוסובו,EVT-012,תקיפה נקודתית על סיור קוסוברי,פינוי/חילוץ,פינוי/חילוץ,תושבים מדווחים על נוכחות מוגברת של משטרת קוסובו ליד מרכז בריאות 53. אין אישור רשמי לפרטים.,5,disputed,בינונית,נמוכה,false,false,false,false,true,false,false,false,,שגוי,EVT-012-CL-11,האם יש שינוי בנוכחות KFOR?
REC-044292,2026-09-17T05:16:00+02:00,קבוצת וואטסאפ,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר 105,נקודת בידוק כללית 105,LOC-125,checkpoint_area,נמוכה,"זובין פוטוק, נקודת בידוק כללית 105","זובין פוטוק, נקודת בידוק כללית 105",מנהיגים מקומיים סרבים,מנהיגים מקומיים סרבים,EVT-021,סרטון ישן מופץ כאירוע חדש,דיווח ירי,דיווח ירי,דיווח באנגלית טוען למאות חמושים באזור נקודת בידוק כללית 105; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות.,3,unverified,בינונית,נמוכה,false,true,true,false,true,false,false,false,תוכן מפוברק,שגוי,EVT-021-CL-09,האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?
REC-088428,2026-09-17T05:16:00+02:00,טיקטוק,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר 74,תחנת דלק 74,LOC-094,facility,בינונית,"זובין פוטוק, תחנת דלק 74","זובין פוטוק, תחנת דלק 74",צבא סרביה,צבא סרביה,EVT-014,דיווח שקרי על חציית גבול סרבית,פינוי/חילוץ,פינוי/חילוץ,אנשים מתאספים שוב ליד תחנת דלק 74. חלק אומרים שהכביש ייסגר בשעה הקרובה.,2,false,חלשה,נמוכה,false,true,false,true,true,true,false,false,שמועת פאניקה,שגוי,EVT-014-CL-05,האם הדיווח מצביע על פעילות משטרתית?
REC-015925,2026-09-17T05:19:00+02:00,קבוצת וואטסאפ,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר 74,תחנת דלק 74,LOC-094,facility,בינונית,"זובין פוטוק, תחנת דלק 74","זובין פוטוק, תחנת דלק 74",קבוצה חמושה מקומית,קבוצה חמושה מקומית,EVT-018,דיווחים על מחסור בדלק ומזון,מחסום/חסימה,מחסום/חסימה,"ערוץ סרבי מדגיש את מצוקת התושבים הסרבים באזור, בעוד ערוץ קוסוברי מדגיש את הצורך באכיפת חוק.",3,disputed,חלשה,נמוכה,false,false,false,false,true,true,false,false,,לא ידוע,EVT-018-CL-02,האם האירוע משפיע על אזרחים או על צירים?
REC-027615,2026-09-17T05:20:00+02:00,חדשות מקומיות,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר 36,אזור תעשייה קטן 36,LOC-056,neighborhood,בינונית,"זובין פוטוק, אזור תעשייה קטן 36","זובין פוטוק, אזור תעשייה קטן 36",מנהיגים מקומיים סרבים,,EVT-016,חסימות נוספות והתפשטות מחאות,תחבורה/לוגיסטיקה אזרחית,,נהג מונית מדווח על עומס חריג ועל חסימה חלקית בדרך לאזור תעשייה קטן 36. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.,3,unverified,חזקה,נמוכה,true,false,false,true,false,false,false,false,,לא ידוע,EVT-016-CL-08,האם האירוע משפיע על אזרחים או על צירים?
REC-002287,2026-09-17T05:21:00+02:00,ערוץ חדשות בינלאומי,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כפר סמוך 127,LOC-147,village,נמוכה,"צפון מיטרוביצה, תחנת משטרה אזורית","לפוסאביץ׳, כפר סמוך 127",KFOR,KFOR,EVT-016,חסימות נוספות והתפשטות מחאות,כוננות בצד הסרבי,כוננות בצד הסרבי,משאית אספקה עוכבה במחסום לא רשמי סמוך לכפר סמוך 127.,4,false,בינונית,נמוכה,false,false,false,true,true,true,false,true,מיקום שגוי,נכון חלקית,EVT-016-CL-04,האם מדובר באירוע אמיתי או רעש?
REC-045604,2026-09-17T05:21:00+02:00,קבוצת וואטסאפ,סרבית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 118,אזור תעשייה קטן 118,LOC-138,neighborhood,בינונית,"צפון מיטרוביצה, אזור תעשייה קטן 118","צפון מיטרוביצה, אזור תעשייה קטן 118",יחידה מיוחדת של משטרת קוסובו,יחידה מיוחדת של משטרת קוסובו,EVT-013,סרביה מעלה כוננות בצד הגבול,מחסום/חסימה,מחסום/חסימה,דיווח לא מאומת על יחידה מיוחדת של משטרת קוסובו באזור אזור תעשייה קטן 118. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.,2,false,חלשה,נמוכה,false,true,false,false,true,false,false,false,פרשנות מוטה,שגוי,EVT-013-CL-09,האם מחאה אזרחית הופכת לעימות חמוש?
REC-066242,2026-09-17T05:21:00+02:00,בלוג פוליטי,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,צומת מקומי 78,LOC-098,junction,נמוכה,"זובין פוטוק, צומת מקומי 78","זובין פוטוק, צומת מקומי 78",עיתונאים מקומיים,עיתונאים מקומיים,EVT-016,חסימות נוספות והתפשטות מחאות,פינוי/חילוץ,פינוי/חילוץ,דיווח לא מאומת על עיתונאים מקומיים באזור צומת מקומי 78. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.,3,propaganda/disinformation,חלשה,נמוכה,false,true,false,false,true,false,false,false,תוכן מפוברק,שגוי,EVT-016-CL-10,האם נדרשת הצלבה עם מקורות נוספים?
REC-077464,2026-09-17T05:22:00+02:00,הודעת דובר,אלבנית בתרגום לעברית,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,תחנת דלק 121,LOC-141,facility,גבוהה,"זבצ׳אן, תחנת דלק 121","זבצ׳אן, תחנת דלק 121",עיתונאים מקומיים,,EVT-011,דיווחים סותרים על ירי באזור כפרי,חדשות/תקשורת,,דובר רשמי מסר כי הפעילות נועדה לשמור על הסדר הציבורי ולא לפגוע באוכלוסייה אזרחית.,3,unverified,חזקה,נמוכה,false,false,false,false,false,true,false,false,,לא ידוע,EVT-011-CL-01,האם הטענה על הסלמה מגובה במקור אמין?
REC-081449,2026-09-17T05:22:00+02:00,ערוץ חדשות בינלאומי,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,מבנה העירייה,LOC-002,facility,נמוכה,"צפון מיטרוביצה, מבנה העירייה","צפון מיטרוביצה, מבנה העירייה",KFOR,KFOR,EVT-016,חסימות נוספות והתפשטות מחאות,ציוד/רכבים,ציוד/רכבים,חברת הסעות מקומית הודיעה על ביטול חלק מהקווים באזור הצפון.,3,propaganda/disinformation,חלשה,נמוכה,false,false,false,true,true,false,false,false,תוכן מפוברק,שגוי,EVT-016-CL-02,האם מדובר באירוע אמיתי או רעש?
REC-085637,2026-09-17T05:22:00+02:00,טיקטוק,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,אזור כפרי מערבי,LOC-007,rural_area,בינונית,"זובין פוטוק, אזור כפרי מערבי","זובין פוטוק, אזור כפרי מערבי",יחידה מיוחדת של משטרת קוסובו,יחידה מיוחדת של משטרת קוסובו,EVT-015,KFOR מציב חיץ באזור רגיש,כוננות בצד הסרבי,כוננות בצד הסרבי,נראה מחסום זמני ליד אזור כפרי מערבי. לא ברור אם הוצב על ידי יחידה מיוחדת של משטרת קוסובו או על ידי גורמים מקומיים.,4,likely,בינונית,בינונית,false,true,false,false,true,true,false,false,,נכון חלקית,EVT-015-CL-01,האם מחאה אזרחית הופכת לעימות חמוש?
REC-005644,2026-09-17T05:24:00+02:00,ערוץ חדשות בינלאומי,תרגום מכונה לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,צומת מקומי 97,LOC-117,junction,בינונית,"צפון מיטרוביצה, צומת מקומי 97","צפון מיטרוביצה, צומת מקומי 97",קבוצה חמושה מקומית,קבוצה חמושה מקומית,EVT-022,פינוי אזרחים מוגבל מאזור חיכוך,נוכחות KFOR,נוכחות KFOR,תושבים מדווחים על ירידה בתנועת אוטובוסים באזור.,1,unverified,בינונית,נמוכה,false,false,false,true,true,true,false,false,,נכון,EVT-022-CL-01,האם הדיווח מצביע על פעילות משטרתית?
REC-017885,2026-09-17T05:24:00+02:00,טלגרם,עברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 46,ציר גישה 46,LOC-066,road_segment,נמוכה,"צפון מיטרוביצה, ציר גישה 46","צפון מיטרוביצה, ציר גישה 46",תושבים מקומיים,תושבים מקומיים,EVT-015,KFOR מציב חיץ באזור רגיש,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,תושבים מדווחים על נוכחות מוגברת של תושבים מקומיים ליד ציר גישה 46. אין אישור רשמי לפרטים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.,5,likely,חלשה,בינונית,false,true,false,false,true,false,false,false,,נכון חלקית,EVT-015-CL-05,האם יש שינוי בנוכחות KFOR?
REC-023504,2026-09-17T05:24:00+02:00,טיקטוק,תרגום מכונה לעברית,קוסובו,צפון קוסובו,זובין פוטוק,כפר 105,נקודת בידוק כללית 105,LOC-125,checkpoint_area,נמוכה,"זובין פוטוק, נקודת בידוק כללית 105","זובין פוטוק, נקודת בידוק כללית 105",KSF,,EVT-017,בתי ספר ועסקים נסגרים זמנית,רשתות חברתיות,,אנשים מתאספים שוב ליד נקודת בידוק כללית 105. חלק אומרים שהכביש ייסגר בשעה הקרובה.,3,disputed,חלשה,נמוכה,false,true,false,true,false,false,false,false,,שגוי,EVT-017-CL-05,האם מדובר באירוע אמיתי או רעש?
REC-038169,2026-09-17T05:24:00+02:00,טלגרם,אנגלית בתרגום לעברית,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 41,נקודת בידוק כללית 41,LOC-061,checkpoint_area,בינונית,"לפוסאביץ׳, נקודת בידוק כללית 41","לפוסאביץ׳, נקודת בידוק כללית 41",KSF,,EVT-012,תקיפה נקודתית על סיור קוסוברי,חדשות/תקשורת,,מקורות בינלאומיים קוראים לכל הצדדים להימנע מהסלמה ולשתף פעולה עם KFOR.,3,confirmed,חלשה,גבוהה,false,false,false,false,false,false,false,false,,נכון,EVT-012-CL-09,האם האירוע משפיע על אזרחים או על צירים?
REC-045790,2026-09-17T05:24:00+02:00,שמועה מקומית,תרגום מכונה לעברית,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,תחנת דלק 84,LOC-104,facility,בינונית,"צפון מיטרוביצה, תחנת דלק 84","צפון מיטרוביצה, תחנת דלק 84",אמבולנסים,,EVT-014,דיווח שקרי על חציית גבול סרבית,רשתות חברתיות,,ראיתי כמה רכבים עם אורות כחולים בדרך לתחנת דלק 84. לא ברור אם זה משטרה או אמבולנס.,4,false,חזקה,נמוכה,false,false,false,true,false,false,false,false,פרשנות מוטה,שגוי,EVT-014-CL-12,האם מחאה אזרחית הופכת לעימות חמוש?
