event_id,timestamp_utc,source_type,source_reliability,source_reliability_label,certainty_level,entity_id,location_id,event_summary,collection_family,observation_id,mission_id,object_class,estimated_object_count,movement_status,movement_direction,geolocation_confidence,identification_confidence
REC-V2-005901,2026-09-16T23:54:16.937538Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Medium,ENT-KFOR-RCE,LOC-V2-003,"בקטע וידאו מכטב""ם תרחישי זוהה מסוק המשויך בהסתברות בינונית לKFOR פיקוד אזורי מזרח במרחב מרחב מעבר ברניאק. הוערכו 12 פריטים, מצב בתנועה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01401,UAV-MSN-015,מסוק,12,בתנועה,מזרח,בינונית,בינונית
REC-V2-005902,2026-09-15T10:46:53.104039Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Medium,ENT-NATO-RESERVE,LOC-V2-009,"בקטע וידאו מכטב""ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות נמוכה לכוח עתודה אזורי של נאטו במרחב גישות צפוניות לNorth Mitrovica. הוערכו 15 פריטים, מצב בהיערכות, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01402,UAV-MSN-015,שטח היערכות ריק,15,בהיערכות,צפון-מזרח,גבוהה,נמוכה
REC-V2-005903,2026-09-16T12:13:24.176878Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Medium,ENT-KOSOVO-GOV,LOC-V2-001,"בקטע וידאו מכטב""ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות בינונית לממשלת קוסובו במרחב מרחב מעבר יאריניה. הוערכו 4 פריטים, מצב בעצירה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01403,UAV-MSN-015,משאית לוגיסטית,4,בעצירה,לא ניתן לקביעה,בינונית,בינונית
REC-V2-005904,2026-09-14T22:44:13.360619Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Low,ENT-KFOR-AVIATION,LOC-V2-007,"בקטע וידאו מכטב""ם תרחישי זוהה מחסום דרכים המשויך בהסתברות בינונית לכוח התעופה של KFOR במרחב קו חסימה מערבי לZubin Potok. הוערכו 7 פריטים, מצב ללא שינוי נראה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01404,UAV-MSN-015,מחסום דרכים,7,ללא שינוי נראה,צפון-מזרח,בינונית,בינונית
REC-V2-005905,2026-09-16T00:58:31.000401Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,likely,Low,ENT-NATO-RESERVE,LOC-V2-015,"בקטע וידאו מכטב""ם תרחישי זוהה עמדת תצפית המשויך בהסתברות נמוכה לכוח עתודה אזורי של נאטו במרחב מרחב מעבר מרדארה. הוערכו 15 פריטים, מצב בתנועה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01405,UAV-MSN-015,עמדת תצפית,15,בתנועה,מזרח,גבוהה,נמוכה
REC-V2-005906,2026-09-16T14:19:03.130753Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,likely,Medium,ENT-NATO-RESERVE,LOC-V2-003,"בקטע וידאו מכטב""ם תרחישי זוהה מחסום דרכים המשויך בהסתברות נמוכה לכוח עתודה אזורי של נאטו במרחב מרחב מעבר ברניאק. הוערכו 18 פריטים, מצב בהיערכות, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01406,UAV-MSN-015,מחסום דרכים,18,בהיערכות,דרום,בינונית,נמוכה
REC-V2-005907,2026-09-15T21:04:19.057979Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,likely,Medium,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-006,"בקטע וידאו מכטב""ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות נמוכה ליחידה מיוחדת של משטרת קוסובו במרחב קו חסימה צפוני ללפוסאביץ'. הוערכו 11 פריטים, מצב ללא שינוי נראה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01407,UAV-MSN-015,רכב אזרחי חשוד,11,ללא שינוי נראה,מערב,בינונית,נמוכה
REC-V2-005908,2026-09-15T02:16:40.590636Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,likely,Medium,ENT-KFOR-MSU,LOC-V2-004,"בקטע וידאו מכטב""ם תרחישי זוהה עמדת תצפית המשויך בהסתברות נמוכה להיחידה הרב-לאומית המיוחדת של KFOR במרחב ציר ברניאק–Zubin Potok. הוערכו 11 פריטים, מצב בעצירה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01408,UAV-MSN-015,עמדת תצפית,11,בעצירה,מזרח,גבוהה,נמוכה
REC-V2-005909,2026-09-16T13:20:47.833270Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Low,ENT-AMBULANCES,LOC-V2-001,"בקטע וידאו מכטב""ם תרחישי זוהה עמדת תצפית המשויך בהסתברות נמוכה לאמבולנסים במרחב מרחב מעבר יאריניה. הוערכו 15 פריטים, מצב בעצירה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01409,UAV-MSN-015,עמדת תצפית,15,בעצירה,צפון-מזרח,גבוהה,נמוכה
REC-V2-005910,2026-09-16T21:56:42.202359Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Medium,ENT-KFOR-MSU,LOC-V2-013,"בקטע וידאו מכטב""ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות בינונית להיחידה הרב-לאומית המיוחדת של KFOR במרחב ציר תגבור פרישטינה–מיטרוביצה. הוערכו 6 פריטים, מצב בהיערכות, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01410,UAV-MSN-015,קבוצת אנשים,6,בהיערכות,צפון-מזרח,גבוהה,בינונית
REC-V2-005911,2026-09-14T16:02:39.822047Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Medium,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-007,"בקטע וידאו מכטב""ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות גבוהה ליחידה מיוחדת של משטרת קוסובו במרחב קו חסימה מערבי לZubin Potok. הוערכו 11 פריטים, מצב בעצירה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01411,UAV-MSN-015,רכב אזרחי חשוד,11,בעצירה,מערב,גבוהה,גבוהה
REC-V2-005912,2026-09-15T16:38:52.422568Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Medium,ENT-KFOR-AVIATION,LOC-V2-012,"בקטע וידאו מכטב""ם תרחישי זוהה רכב משוריין המשויך בהסתברות נמוכה לכוח התעופה של KFOR במרחב מחנה בונדסטיל - אזור כללי. הוערכו 20 פריטים, מצב בנסיגה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01412,UAV-MSN-015,רכב משוריין,20,בנסיגה,צפון-מערב,גבוהה,נמוכה
REC-V2-005913,2026-09-14T14:43:37.565619Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Low,ENT-KOSOVO-MOI,LOC-V2-013,"בקטע וידאו מכטב""ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות נמוכה למשרד הפנים של קוסובו במרחב ציר תגבור פרישטינה–מיטרוביצה. הוערכו 14 פריטים, מצב בפריסה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01413,UAV-MSN-015,קבוצת אנשים,14,בפריסה,מזרח,בינונית,נמוכה
REC-V2-005914,2026-09-16T12:24:36.114874Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Low,ENT-AMBULANCES,LOC-V2-011,"בקטע וידאו מכטב""ם תרחישי זוהה מסוק המשויך בהסתברות גבוהה לאמבולנסים במרחב מחנה נובו סלו - אזור כללי. הוערכו 5 פריטים, מצב בהיערכות, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01414,UAV-MSN-015,מסוק,5,בהיערכות,לא ניתן לקביעה,בינונית,גבוהה
REC-V2-005915,2026-09-15T09:09:00.985839Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Medium,ENT-KSF,LOC-V2-001,"בקטע וידאו מכטב""ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות גבוהה לKSF במרחב מרחב מעבר יאריניה. הוערכו 12 פריטים, מצב בפריסה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01415,UAV-MSN-015,קבוצת אנשים,12,בפריסה,לא ניתן לקביעה,גבוהה,גבוהה
REC-V2-005916,2026-09-16T23:35:51.831962Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Low,ENT-KFOR-AVIATION,LOC-V2-006,"בקטע וידאו מכטב""ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות גבוהה לכוח התעופה של KFOR במרחב קו חסימה צפוני ללפוסאביץ'. הוערכו 8 פריטים, מצב בפריסה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01416,UAV-MSN-015,משאית לוגיסטית,8,בפריסה,צפון,בינונית,גבוהה
REC-V2-005917,2026-09-16T08:59:07.425489Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Medium,ENT-KOSOVO-GOV,LOC-V2-008,"בקטע וידאו מכטב""ם תרחישי זוהה עבודות הנדסיות המשויך בהסתברות גבוהה לממשלת קוסובו במרחב גישות צפוניות לזבצ'אן. הוערכו 16 פריטים, מצב ללא שינוי נראה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01417,UAV-MSN-015,עבודות הנדסיות,16,ללא שינוי נראה,מערב,בינונית,גבוהה
REC-V2-005918,2026-09-15T10:37:09.957932Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Medium,ENT-KFOR-RCE,LOC-V2-009,"בקטע וידאו מכטב""ם תרחישי זוהה עבודות הנדסיות המשויך בהסתברות בינונית לKFOR פיקוד אזורי מזרח במרחב גישות צפוניות לNorth Mitrovica. הוערכו 14 פריטים, מצב בתנועה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01418,UAV-MSN-015,עבודות הנדסיות,14,בתנועה,מזרח,גבוהה,בינונית
REC-V2-005919,2026-09-14T09:52:20.208154Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,likely,Medium,ENT-AMBULANCES,LOC-V2-001,"בקטע וידאו מכטב""ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות גבוהה לאמבולנסים במרחב מרחב מעבר יאריניה. הוערכו 2 פריטים, מצב ללא שינוי נראה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01419,UAV-MSN-015,משאית לוגיסטית,2,ללא שינוי נראה,צפון-מזרח,גבוהה,גבוהה
REC-V2-005920,2026-09-15T23:59:45.178966Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,likely,Medium,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-012,"בקטע וידאו מכטב""ם תרחישי זוהה רכב משוריין המשויך בהסתברות גבוהה ליחידה מיוחדת של משטרת קוסובו במרחב מחנה בונדסטיל - אזור כללי. הוערכו 12 פריטים, מצב בתנועה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01420,UAV-MSN-015,רכב משוריין,12,בתנועה,דרום,בינונית,גבוהה
REC-V2-005921,2026-09-14T19:52:23.154984Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Medium,ENT-KFOR-MSU,LOC-V2-013,"בקטע וידאו מכטב""ם תרחישי זוהה עמדת תצפית המשויך בהסתברות גבוהה להיחידה הרב-לאומית המיוחדת של KFOR במרחב ציר תגבור פרישטינה–מיטרוביצה. הוערכו 10 פריטים, מצב בהיערכות, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01421,UAV-MSN-015,עמדת תצפית,10,בהיערכות,צפון,גבוהה,גבוהה
REC-V2-005922,2026-09-14T22:07:59.077679Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Low,ENT-KFOR-MSU,LOC-V2-005,"בקטע וידאו מכטב""ם תרחישי זוהה עמדת תצפית המשויך בהסתברות נמוכה להיחידה הרב-לאומית המיוחדת של KFOR במרחב מרחב גזיבודה הצפוני. הוערכו 18 פריטים, מצב בתנועה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01422,UAV-MSN-015,עמדת תצפית,18,בתנועה,מערב,גבוהה,נמוכה
REC-V2-005923,2026-09-17T01:13:35.369537Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Medium,ENT-NATO-RESERVE,LOC-V2-008,"בקטע וידאו מכטב""ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות בינונית לכוח עתודה אזורי של נאטו במרחב גישות צפוניות לזבצ'אן. הוערכו 6 פריטים, מצב בתנועה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01423,UAV-MSN-015,משאית לוגיסטית,6,בתנועה,מערב,בינונית,בינונית
REC-V2-005924,2026-09-15T23:28:40.022814Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,likely,Low,ENT-KFOR-MSU,LOC-V2-014,"בקטע וידאו מכטב""ם תרחישי זוהה מחסום דרכים המשויך בהסתברות נמוכה להיחידה הרב-לאומית המיוחדת של KFOR במרחב מרחב שדה התעופה Pristina. הוערכו 21 פריטים, מצב בנסיגה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01424,UAV-MSN-015,מחסום דרכים,21,בנסיגה,צפון-מזרח,גבוהה,נמוכה
REC-V2-005925,2026-09-16T00:19:59.870623Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,likely,Medium,ENT-AMBULANCES,LOC-V2-015,"בקטע וידאו מכטב""ם תרחישי זוהה שיירת כלי רכב המשויך בהסתברות בינונית לאמבולנסים במרחב מרחב מעבר מרדארה. הוערכו 4 פריטים, מצב בפריסה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01425,UAV-MSN-015,שיירת כלי רכב,4,בפריסה,צפון-מערב,גבוהה,בינונית
REC-V2-005926,2026-09-16T20:10:43.815291Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,likely,High,ENT-KFOR-AVIATION,LOC-V2-014,"בקטע וידאו מכטב""ם תרחישי זוהה מחסום דרכים המשויך בהסתברות נמוכה לכוח התעופה של KFOR במרחב מרחב שדה התעופה Pristina. הוערכו 17 פריטים, מצב בפריסה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01426,UAV-MSN-016,מחסום דרכים,17,בפריסה,מזרח,בינונית,נמוכה
REC-V2-005927,2026-09-15T01:08:34.112814Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Medium,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-012,"בקטע וידאו מכטב""ם תרחישי זוהה מחסום דרכים המשויך בהסתברות גבוהה ליחידה מיוחדת של משטרת קוסובו במרחב מחנה בונדסטיל - אזור כללי. הוערכו 4 פריטים, מצב בנסיגה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01427,UAV-MSN-016,מחסום דרכים,4,בנסיגה,מערב,גבוהה,גבוהה
REC-V2-005928,2026-09-14T09:39:43.763368Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,likely,Low,ENT-KOSOVO-POLICE,LOC-V2-003,"בקטע וידאו מכטב""ם תרחישי זוהה רכב משוריין המשויך בהסתברות בינונית למשטרת קוסובו במרחב מרחב מעבר ברניאק. הוערכו 16 פריטים, מצב בפריסה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01428,UAV-MSN-016,רכב משוריין,16,בפריסה,צפון-מזרח,גבוהה,בינונית
REC-V2-005929,2026-09-15T23:51:02.304112Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Medium,ENT-AMBULANCES,LOC-V2-001,"בקטע וידאו מכטב""ם תרחישי זוהה מסוק המשויך בהסתברות נמוכה לאמבולנסים במרחב מרחב מעבר יאריניה. הוערכו 15 פריטים, מצב בפריסה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01429,UAV-MSN-016,מסוק,15,בפריסה,צפון-מערב,גבוהה,נמוכה
REC-V2-005930,2026-09-15T17:53:28.416142Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,likely,Medium,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-008,"בקטע וידאו מכטב""ם תרחישי זוהה רכב משוריין המשויך בהסתברות גבוהה ליחידה מיוחדת של משטרת קוסובו במרחב גישות צפוניות לזבצ'אן. הוערכו 22 פריטים, מצב בהיערכות, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01430,UAV-MSN-016,רכב משוריין,22,בהיערכות,דרום,גבוהה,גבוהה
REC-V2-005931,2026-09-16T16:53:15.779486Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Medium,ENT-KSF,LOC-V2-012,"בקטע וידאו מכטב""ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות נמוכה לKSF במרחב מחנה בונדסטיל - אזור כללי. הוערכו 7 פריטים, מצב בעצירה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01431,UAV-MSN-016,משאית לוגיסטית,7,בעצירה,צפון-מזרח,בינונית,נמוכה
REC-V2-005932,2026-09-15T19:56:08.396051Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Low,ENT-KOSOVO-POLICE,LOC-V2-015,"בקטע וידאו מכטב""ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות בינונית למשטרת קוסובו במרחב מרחב מעבר מרדארה. הוערכו 14 פריטים, מצב בעצירה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01432,UAV-MSN-016,רכב אזרחי חשוד,14,בעצירה,לא ניתן לקביעה,בינונית,בינונית
REC-V2-005933,2026-09-16T04:47:22.596734Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Medium,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-015,"בקטע וידאו מכטב""ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות בינונית ליחידה מיוחדת של משטרת קוסובו במרחב מרחב מעבר מרדארה. הוערכו 16 פריטים, מצב בהיערכות, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01433,UAV-MSN-016,רכב אזרחי חשוד,16,בהיערכות,צפון-מזרח,גבוהה,בינונית
REC-V2-005934,2026-09-16T09:00:05.217673Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Medium,ENT-KSF,LOC-V2-009,"בקטע וידאו מכטב""ם תרחישי זוהה מחסום דרכים המשויך בהסתברות גבוהה לKSF במרחב גישות צפוניות לNorth Mitrovica. הוערכו 14 פריטים, מצב בהיערכות, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01434,UAV-MSN-016,מחסום דרכים,14,בהיערכות,צפון-מזרח,גבוהה,גבוהה
REC-V2-005935,2026-09-14T07:35:52.424944Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Medium,ENT-AMBULANCES,LOC-V2-014,"בקטע וידאו מכטב""ם תרחישי זוהה מסוק המשויך בהסתברות בינונית לאמבולנסים במרחב מרחב שדה התעופה Pristina. הוערכו 8 פריטים, מצב בעצירה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01435,UAV-MSN-016,מסוק,8,בעצירה,לא ניתן לקביעה,גבוהה,בינונית
REC-V2-005936,2026-09-15T06:15:32.283077Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,Low,ENT-KFOR-KTRBN,LOC-V2-013,"בקטע וידאו מכטב""ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות נמוכה לגדוד העתודה הטקטית של KFOR במרחב ציר תגבור פרישטינה–מיטרוביצה. הוערכו 13 פריטים, מצב בתנועה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01436,UAV-MSN-016,שטח היערכות ריק,13,בתנועה,צפון-מזרח,גבוהה,נמוכה
REC-V2-005937,2026-09-14T12:21:55.195077Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Low,ENT-KFOR,LOC-V2-007,"בקטע וידאו מכטב""ם תרחישי זוהה מסוק המשויך בהסתברות נמוכה לKFOR במרחב קו חסימה מערבי לZubin Potok. הוערכו 1 פריטים, מצב בהיערכות, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01437,UAV-MSN-016,מסוק,1,בהיערכות,מערב,גבוהה,נמוכה
REC-V2-005938,2026-09-16T12:26:56.806673Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Medium,ENT-KFOR-AVIATION,LOC-V2-010,"בקטע וידאו מכטב""ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות נמוכה לכוח התעופה של KFOR במרחב מרחב גשר איבר. הוערכו 4 פריטים, מצב בתנועה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01438,UAV-MSN-016,משאית לוגיסטית,4,בתנועה,מזרח,גבוהה,נמוכה
REC-V2-005939,2026-09-15T18:13:35.777752Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,High,ENT-KFOR,LOC-V2-012,"בקטע וידאו מכטב""ם תרחישי זוהה רכב משוריין המשויך בהסתברות בינונית לKFOR במרחב מחנה בונדסטיל - אזור כללי. הוערכו 9 פריטים, מצב בנסיגה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01439,UAV-MSN-016,רכב משוריין,9,בנסיגה,דרום,בינונית,בינונית
REC-V2-005940,2026-09-16T11:50:34.292897Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,confirmed,Low,ENT-AMBULANCES,LOC-V2-015,"בקטע וידאו מכטב""ם תרחישי זוהה עבודות הנדסיות המשויך בהסתברות גבוהה לאמבולנסים במרחב מרחב מעבר מרדארה. הוערכו 12 פריטים, מצב בעצירה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01440,UAV-MSN-016,עבודות הנדסיות,12,בעצירה,צפון,בינונית,גבוהה
REC-V2-005941,2026-09-16T08:48:09.687641Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,unverified,High,ENT-KFOR-KTRBN,LOC-V2-014,"בקטע וידאו מכטב""ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות בינונית לגדוד העתודה הטקטית של KFOR במרחב מרחב שדה התעופה Pristina. הוערכו 14 פריטים, מצב בעצירה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01441,UAV-MSN-016,משאית לוגיסטית,14,בעצירה,צפון-מערב,בינונית,בינונית
REC-V2-005942,2026-09-16T00:33:37.951289Z,"חיל האוויר הסרבי - ניצול וידאו מכטב""ם",מקור צבאי סרבי,likely,Medium,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-001,"בקטע וידאו מכטב""ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות גבוהה ליחידה מיוחדת של משטרת קוסובו במרחב מרחב מעבר יאריניה. הוערכו 17 פריטים, מצב ללא שינוי נראה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה.",airborne_isr_video_exploitation,OBS-UAV-V2-01442,UAV-MSN-016,קבוצת אנשים,17,ללא שינוי נראה,מערב,גבוהה,גבוהה
