event_id,timestamp_utc,source_type,source_reliability,source_reliability_label,certainty_level,entity_id,location_id,event_summary
REC-V2-007596,2026-09-16T19:03:12.355153Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,גבוהה,ENT-KFOR-KTRBN,LOC-V2-015,"בקטע וידאו מכטב״ם תרחישי זוהה עבודות הנדסיות המשויך בהסתברות נמוכה לגדוד העתודה הטקטית של KFOR במרחב מרחב מעבר מרדארה. הוערכו 21 פריטים, מצב בפריסה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007597,2026-09-16T04:01:13.309906Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-AMBULANCES,LOC-V2-014,"בקטע וידאו מכטב״ם תרחישי זוהה עבודות הנדסיות המשויך בהסתברות נמוכה לאמבולנסים במרחב מרחב שדה התעופה פרישטינה. הוערכו 21 פריטים, מצב ללא שינוי נראה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007598,2026-09-16T23:54:34.045877Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,בינונית,ENT-KFOR-MSU,LOC-V2-001,"בקטע וידאו מכטב״ם תרחישי זוהה עמדת תצפית המשויך בהסתברות נמוכה להיחידה הרב-לאומית המיוחדת של KFOR במרחב מרחב מעבר יאריניה. הוערכו 22 פריטים, מצב בעצירה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007599,2026-09-15T13:17:42.670913Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,בינונית,ENT-KOSOVO-GOV,LOC-V2-001,"בקטע וידאו מכטב״ם תרחישי זוהה רכב משוריין המשויך בהסתברות גבוהה לממשלת קוסובו במרחב מרחב מעבר יאריניה. הוערכו 9 פריטים, מצב בנסיגה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007600,2026-09-15T21:58:39.573964Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-KSF,LOC-V2-013,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות גבוהה לKSF במרחב ציר תגבור פרישטינה–מיטרוביצה. הוערכו 22 פריטים, מצב בתנועה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007601,2026-09-17T09:22:38.738850Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,נמוכה,ENT-KOSOVO-GOV,LOC-V2-009,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות בינונית לממשלת קוסובו במרחב גישות צפוניות לצפון מיטרוביצה. הוערכו 7 פריטים, מצב בפריסה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007602,2026-09-16T01:52:20.493126Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-KOSOVO-POLICE,LOC-V2-009,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות גבוהה למשטרת קוסובו במרחב גישות צפוניות לצפון מיטרוביצה. הוערכו 11 פריטים, מצב בתנועה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007603,2026-09-16T18:01:25.345225Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,גבוהה,ENT-LOCAL-RESIDENTS,LOC-V2-006,"בקטע וידאו מכטב״ם תרחישי זוהה מסוק המשויך בהסתברות גבוהה לתושבים מקומיים במרחב קו חסימה צפוני ללפוסאביץ׳. הוערכו 11 פריטים, מצב ללא שינוי נראה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007604,2026-09-14T15:21:10.185921Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-NATO-RESERVE,LOC-V2-009,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות בינונית לכוח עתודה אזורי של נאטו במרחב גישות צפוניות לצפון מיטרוביצה. הוערכו 5 פריטים, מצב בעצירה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007605,2026-09-14T14:59:13.511609Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,בינונית,ENT-KFOR-RCE,LOC-V2-012,"בקטע וידאו מכטב״ם תרחישי זוהה מסוק המשויך בהסתברות בינונית לKFOR פיקוד אזורי מזרח במרחב מחנה בונדסטיל - אזור כללי. הוערכו 9 פריטים, מצב בתנועה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007606,2026-09-16T16:18:19.592425Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,בינונית,ENT-KFOR-MSU,LOC-V2-014,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות בינונית להיחידה הרב-לאומית המיוחדת של KFOR במרחב מרחב שדה התעופה פרישטינה. הוערכו 16 פריטים, מצב בפריסה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007607,2026-09-16T09:57:45.645675Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,בינונית,ENT-EULEX,LOC-V2-012,"בקטע וידאו מכטב״ם תרחישי זוהה רכב משוריין המשויך בהסתברות בינונית לEULEX במרחב מחנה בונדסטיל - אזור כללי. הוערכו 24 פריטים, מצב ללא שינוי נראה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007608,2026-09-16T11:34:21.251435Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-NATO-RESERVE,LOC-V2-009,"בקטע וידאו מכטב״ם תרחישי זוהה מסוק המשויך בהסתברות נמוכה לכוח עתודה אזורי של נאטו במרחב גישות צפוניות לצפון מיטרוביצה. הוערכו 19 פריטים, מצב בעצירה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007609,2026-09-15T17:31:23.801391Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-KFOR,LOC-V2-008,"בקטע וידאו מכטב״ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות נמוכה לKFOR במרחב גישות צפוניות לזבצ׳אן. הוערכו 21 פריטים, מצב בעצירה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007610,2026-09-15T09:09:01.432592Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,נמוכה,ENT-KFOR,LOC-V2-001,"בקטע וידאו מכטב״ם תרחישי זוהה מסוק המשויך בהסתברות נמוכה לKFOR במרחב מרחב מעבר יאריניה. הוערכו 10 פריטים, מצב בפריסה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007611,2026-09-14T23:27:23.603617Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-003,"בקטע וידאו מכטב״ם תרחישי זוהה מחסום דרכים המשויך בהסתברות נמוכה ליחידה מיוחדת של משטרת קוסובו במרחב מרחב מעבר ברניאק. הוערכו 11 פריטים, מצב בתנועה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007612,2026-09-16T11:03:15.146030Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KOSOVO-GOV,LOC-V2-009,"בקטע וידאו מכטב״ם תרחישי זוהה מחסום דרכים המשויך בהסתברות גבוהה לממשלת קוסובו במרחב גישות צפוניות לצפון מיטרוביצה. הוערכו 7 פריטים, מצב בפריסה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007613,2026-09-14T19:12:23.799539Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,נמוכה,ENT-KSF,LOC-V2-012,"בקטע וידאו מכטב״ם תרחישי זוהה מסוק המשויך בהסתברות נמוכה לKSF במרחב מחנה בונדסטיל - אזור כללי. הוערכו 21 פריטים, מצב בהיערכות, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007614,2026-09-16T15:51:16.630588Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-KFOR,LOC-V2-001,"בקטע וידאו מכטב״ם תרחישי זוהה עבודות הנדסיות המשויך בהסתברות נמוכה לKFOR במרחב מרחב מעבר יאריניה. הוערכו 14 פריטים, מצב בפריסה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007615,2026-09-15T16:50:04.686970Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,בינונית,ENT-KSF,LOC-V2-004,"בקטע וידאו מכטב״ם תרחישי זוהה עמדת תצפית המשויך בהסתברות בינונית לKSF במרחב ציר ברניאק–זובין פוטוק. הוערכו 8 פריטים, מצב בהיערכות, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007616,2026-09-15T14:10:23.592520Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-AMBULANCES,LOC-V2-001,"בקטע וידאו מכטב״ם תרחישי זוהה רכב משוריין המשויך בהסתברות בינונית לאמבולנסים במרחב מרחב מעבר יאריניה. הוערכו 19 פריטים, מצב בהיערכות, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007617,2026-09-17T00:55:45.664890Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-KSF,LOC-V2-010,"בקטע וידאו מכטב״ם תרחישי זוהה רכב משוריין המשויך בהסתברות נמוכה לKSF במרחב מרחב גשר איבר. הוערכו 12 פריטים, מצב בתנועה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007618,2026-09-16T12:50:50.518837Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,נמוכה,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-005,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות נמוכה ליחידה מיוחדת של משטרת קוסובו במרחב מרחב גזיבודה הצפוני. הוערכו 2 פריטים, מצב בעצירה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007619,2026-09-16T09:15:44.997660Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-AMBULANCES,LOC-V2-006,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות בינונית לאמבולנסים במרחב קו חסימה צפוני ללפוסאביץ׳. הוערכו 18 פריטים, מצב בתנועה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007620,2026-09-16T12:13:59.076292Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,נמוכה,ENT-KFOR-RCE,LOC-V2-005,"בקטע וידאו מכטב״ם תרחישי זוהה עמדת תצפית המשויך בהסתברות נמוכה לKFOR פיקוד אזורי מזרח במרחב מרחב גזיבודה הצפוני. הוערכו 24 פריטים, מצב ללא שינוי נראה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007621,2026-09-15T21:20:29.856689Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,בינונית,ENT-KFOR-AVIATION,LOC-V2-001,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות נמוכה לכוח התעופה של KFOR במרחב מרחב מעבר יאריניה. הוערכו 21 פריטים, מצב בפריסה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007622,2026-09-17T00:57:55.237292Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-AMBULANCES,LOC-V2-005,"בקטע וידאו מכטב״ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות גבוהה לאמבולנסים במרחב מרחב גזיבודה הצפוני. הוערכו 2 פריטים, מצב בפריסה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007623,2026-09-14T14:30:02.365632Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-AMBULANCES,LOC-V2-012,"בקטע וידאו מכטב״ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות בינונית לאמבולנסים במרחב מחנה בונדסטיל - אזור כללי. הוערכו 13 פריטים, מצב בתנועה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007624,2026-09-16T14:56:08.834124Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,נמוכה,ENT-KSF,LOC-V2-009,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות נמוכה לKSF במרחב גישות צפוניות לצפון מיטרוביצה. הוערכו 20 פריטים, מצב בנסיגה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007625,2026-09-17T04:15:24.974692Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,נמוכה,ENT-LOCAL-RESIDENTS,LOC-V2-004,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות בינונית לתושבים מקומיים במרחב ציר ברניאק–זובין פוטוק. הוערכו 13 פריטים, מצב בתנועה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007626,2026-09-16T19:56:26.642320Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-LOCAL-RESIDENTS,LOC-V2-003,"בקטע וידאו מכטב״ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות בינונית לתושבים מקומיים במרחב מרחב מעבר ברניאק. הוערכו 12 פריטים, מצב בפריסה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007627,2026-09-16T10:10:28.386906Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,נמוכה,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-010,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות נמוכה ליחידה מיוחדת של משטרת קוסובו במרחב מרחב גשר איבר. הוערכו 20 פריטים, מצב בפריסה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007628,2026-09-14T11:33:25.899199Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,בינונית,ENT-KFOR-AVIATION,LOC-V2-014,"בקטע וידאו מכטב״ם תרחישי זוהה עבודות הנדסיות המשויך בהסתברות נמוכה לכוח התעופה של KFOR במרחב מרחב שדה התעופה פרישטינה. הוערכו 19 פריטים, מצב בהיערכות, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007629,2026-09-17T06:26:57.392859Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-LOCAL-RESIDENTS,LOC-V2-002,"בקטע וידאו מכטב״ם תרחישי זוהה מחסום דרכים המשויך בהסתברות בינונית לתושבים מקומיים במרחב ציר יאריניה–לפוסאביץ׳. הוערכו 8 פריטים, מצב בעצירה, כיוון מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007630,2026-09-16T05:37:59.005118Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-KFOR-RCE,LOC-V2-012,"בקטע וידאו מכטב״ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות בינונית לKFOR פיקוד אזורי מזרח במרחב מחנה בונדסטיל - אזור כללי. הוערכו 12 פריטים, מצב בפריסה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007631,2026-09-14T14:43:16.045899Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KFOR-AVIATION,LOC-V2-002,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות נמוכה לכוח התעופה של KFOR במרחב ציר יאריניה–לפוסאביץ׳. הוערכו 9 פריטים, מצב בעצירה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007632,2026-09-15T14:47:55.547865Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-KFOR-RCE,LOC-V2-009,"בקטע וידאו מכטב״ם תרחישי זוהה מחסום דרכים המשויך בהסתברות נמוכה לKFOR פיקוד אזורי מזרח במרחב גישות צפוניות לצפון מיטרוביצה. הוערכו 16 פריטים, מצב בהיערכות, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007633,2026-09-15T12:55:05.102973Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KFOR-AVIATION,LOC-V2-015,"בקטע וידאו מכטב״ם תרחישי זוהה מחסום דרכים המשויך בהסתברות נמוכה לכוח התעופה של KFOR במרחב מרחב מעבר מרדארה. הוערכו 8 פריטים, מצב בהיערכות, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007634,2026-09-15T04:01:36.858153Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-AMBULANCES,LOC-V2-005,"בקטע וידאו מכטב״ם תרחישי זוהה מחסום דרכים המשויך בהסתברות בינונית לאמבולנסים במרחב מרחב גזיבודה הצפוני. הוערכו 16 פריטים, מצב בעצירה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007635,2026-09-16T08:39:26.783441Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-LOCAL-RESIDENTS,LOC-V2-014,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות בינונית לתושבים מקומיים במרחב מרחב שדה התעופה פרישטינה. הוערכו 24 פריטים, מצב בהיערכות, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007636,2026-09-15T08:43:53.559301Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-EULEX,LOC-V2-005,"בקטע וידאו מכטב״ם תרחישי זוהה רכב אזרחי חשוד המשויך בהסתברות גבוהה לEULEX במרחב מרחב גזיבודה הצפוני. הוערכו 24 פריטים, מצב בתנועה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007637,2026-09-15T14:39:31.753987Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KOSOVO-SPECIAL-POLICE,LOC-V2-007,"בקטע וידאו מכטב״ם תרחישי זוהה עמדת תצפית המשויך בהסתברות גבוהה ליחידה מיוחדת של משטרת קוסובו במרחב קו חסימה מערבי לזובין פוטוק. הוערכו 10 פריטים, מצב בהיערכות, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007638,2026-09-16T19:09:01.335829Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-AMBULANCES,LOC-V2-002,"בקטע וידאו מכטב״ם תרחישי זוהה שיירת כלי רכב המשויך בהסתברות בינונית לאמבולנסים במרחב ציר יאריניה–לפוסאביץ׳. הוערכו 15 פריטים, מצב בנסיגה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007639,2026-09-17T01:07:23.703690Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KFOR-MSU,LOC-V2-005,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות בינונית להיחידה הרב-לאומית המיוחדת של KFOR במרחב מרחב גזיבודה הצפוני. הוערכו 10 פריטים, מצב בהיערכות, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007640,2026-09-16T10:54:02.942912Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-NATO-RESERVE,LOC-V2-014,"בקטע וידאו מכטב״ם תרחישי זוהה עמדת תצפית המשויך בהסתברות בינונית לכוח עתודה אזורי של נאטו במרחב מרחב שדה התעופה פרישטינה. הוערכו 9 פריטים, מצב בעצירה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007641,2026-09-16T02:30:52.156808Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-KOSOVO-POLICE,LOC-V2-003,"בקטע וידאו מכטב״ם תרחישי זוהה עבודות הנדסיות המשויך בהסתברות גבוהה למשטרת קוסובו במרחב מרחב מעבר ברניאק. הוערכו 14 פריטים, מצב ללא שינוי נראה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007642,2026-09-14T23:10:14.276490Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-KOSOVO-POLICE,LOC-V2-011,"בקטע וידאו מכטב״ם תרחישי זוהה שיירת כלי רכב המשויך בהסתברות בינונית למשטרת קוסובו במרחב מחנה נובו סלו - אזור כללי. הוערכו 20 פריטים, מצב ללא שינוי נראה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007643,2026-09-15T06:22:46.088200Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-EULEX,LOC-V2-006,"בקטע וידאו מכטב״ם תרחישי זוהה עבודות הנדסיות המשויך בהסתברות נמוכה לEULEX במרחב קו חסימה צפוני ללפוסאביץ׳. הוערכו 10 פריטים, מצב בתנועה, כיוון צפון-מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007644,2026-09-14T19:48:15.285221Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-KOSOVO-POLICE,LOC-V2-009,"בקטע וידאו מכטב״ם תרחישי זוהה מסוק המשויך בהסתברות גבוהה למשטרת קוסובו במרחב גישות צפוניות לצפון מיטרוביצה. הוערכו 15 פריטים, מצב ללא שינוי נראה, כיוון דרום. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007645,2026-09-16T04:46:22.823000Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,נמוכה,ENT-KSF,LOC-V2-014,"בקטע וידאו מכטב״ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות גבוהה לKSF במרחב מרחב שדה התעופה פרישטינה. הוערכו 21 פריטים, מצב בנסיגה, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007646,2026-09-15T07:23:59.002098Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,unverified,בינונית,ENT-KFOR-KTRBN,LOC-V2-010,"בקטע וידאו מכטב״ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות נמוכה לגדוד העתודה הטקטית של KFOR במרחב מרחב גשר איבר. הוערכו 21 פריטים, מצב בהיערכות, כיוון צפון. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007647,2026-09-14T10:01:23.727349Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,גבוהה,ENT-KOSOVO-MOI,LOC-V2-012,"בקטע וידאו מכטב״ם תרחישי זוהה שיירת כלי רכב המשויך בהסתברות בינונית למשרד הפנים של קוסובו במרחב מחנה בונדסטיל - אזור כללי. הוערכו 17 פריטים, מצב בתנועה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007648,2026-09-15T14:13:53.876394Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,confirmed,גבוהה,ENT-KOSOVO-GOV,LOC-V2-010,"בקטע וידאו מכטב״ם תרחישי זוהה שטח היערכות ריק המשויך בהסתברות גבוהה לממשלת קוסובו במרחב מרחב גשר איבר. הוערכו 2 פריטים, מצב בתנועה, כיוון צפון-מזרח. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007649,2026-09-14T21:52:00.745986Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,בינונית,ENT-KFOR-KTRBN,LOC-V2-007,"בקטע וידאו מכטב״ם תרחישי זוהה משאית לוגיסטית המשויך בהסתברות נמוכה לגדוד העתודה הטקטית של KFOR במרחב קו חסימה מערבי לזובין פוטוק. הוערכו 6 פריטים, מצב בעצירה, כיוון מערב. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
REC-V2-007650,2026-09-16T19:27:49.131901Z,חיל האוויר הסרבי - ניצול וידאו מכטב״ם,מקור צבאי סרבי,likely,נמוכה,ENT-EULEX,LOC-V2-003,"בקטע וידאו מכטב״ם תרחישי זוהה קבוצת אנשים המשויך בהסתברות גבוהה לEULEX במרחב מרחב מעבר ברניאק. הוערכו 24 פריטים, מצב ללא שינוי נראה, כיוון לא ניתן לקביעה. הזיהוי מבוסס על ניצול חזותי בלבד ודורש הצלבה."
