event_id,record_id,source_type,scenario_event_id,event_name,same_event_cluster,information_type,military_signal_type,relevance_label,source_reliability_label,claim_strength,certainty_level,is_duplicate,is_rumor,is_disinformation,is_civilian_related,is_military_related,media_claimed,media_verified,possible_misidentification,misleading_type,ground_truth_status,claimed_location,ground_truth_location,analyst_question,country,region,municipality,locality,place_name,location_precision,location_confidence
REC-043127,REC-043127,קבוצת וואטסאפ,EVT-004,חסימות ראשונות בצירים עירוניים,EVT-004-CL-12,כלכלי/חברתי,,2,false,בינונית,נמוכה,false,false,false,true,false,false,false,false,זמן שגוי,נכון חלקית,"לפוסאביץ׳, ציר גישה 18","לפוסאביץ׳, ציר גישה 18",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 18,ציר גישה 18,road_segment,בינונית
REC-090428,REC-090428,טלגרם,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-04,דיווח פיצוץ,דיווח פיצוץ,2,false,בינונית,נמוכה,false,true,true,false,true,false,false,false,תוכן מפוברק,שגוי,"צפון מיטרוביצה, כפר סמוך 71","צפון מיטרוביצה, כפר סמוך 71",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 71,כפר סמוך 71,village,גבוהה
REC-085261,REC-085261,פייסבוק,EVT-017,בתי ספר ועסקים נסגרים זמנית,EVT-017-CL-08,תחבורה/לוגיסטיקה אזרחית,,3,disputed,חלשה,נמוכה,false,false,false,true,false,false,false,false,,נכון חלקית,"צפון מיטרוביצה, ציר גישה 72","צפון מיטרוביצה, ציר גישה 72",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 72,ציר גישה 72,road_segment,בינונית
REC-015552,REC-015552,שמועה מקומית,EVT-013,סרביה מעלה כוננות בצד הגבול,EVT-013-CL-09,מדיני/דיפלומטי,,2,unverified,בינונית,נמוכה,false,false,false,false,false,false,false,false,שמועת פאניקה,נכון חלקית,"פרישטינה, משרד הפנים","פרישטינה, משרד הפנים",האם מדובר באירוע אמיתי או רעש?,קוסובו,מרכז קוסובו,פרישטינה,פרישטינה,משרד הפנים,facility,בינונית
REC-042634,REC-042634,טיקטוק,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-07,כוננות בצד הסרבי,כוננות בצד הסרבי,2,disputed,בינונית,נמוכה,false,false,true,false,true,false,false,true,מיקום שגוי,לא ידוע,"זובין פוטוק, בית ספר 120","זבצ׳אן, מרכז בריאות 51",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 51,facility,נמוכה
REC-043138,REC-043138,חדשות מקומיות,EVT-017,בתי ספר ועסקים נסגרים זמנית,EVT-017-CL-10,רשתות חברתיות,,2,propaganda/disinformation,בינונית,נמוכה,false,true,false,true,false,false,false,false,פרשנות מוטה,לא ידוע,"זבצ׳אן, צומת כניסה לעיירה","זבצ׳אן, צומת כניסה לעיירה",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת כניסה לעיירה,junction,בינונית
REC-048092,REC-048092,שמועה מקומית,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-04,כלכלי/חברתי,,1,unverified,חלשה,נמוכה,false,false,false,true,false,false,false,false,,נכון,"זבצ׳אן, צומת כניסה לעיירה","זבצ׳אן, צומת כניסה לעיירה",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,צומת כניסה לעיירה,junction,בינונית
REC-056181,REC-056181,בלוג פוליטי,EVT-015,KFOR מציב חיץ באזור רגיש,EVT-015-CL-12,דיווח רחפן/מסוק,דיווח רחפן/מסוק,4,false,בינונית,נמוכה,false,true,false,false,true,false,false,true,זיהוי שגוי של כוח,שגוי,"זבצ׳אן, כיכר מרכזית 85","זבצ׳אן, כיכר מרכזית 85",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 85,כיכר מרכזית 85,public_square,בינונית
REC-061087,REC-061087,קבוצת וואטסאפ,EVT-015,KFOR מציב חיץ באזור רגיש,EVT-015-CL-07,רשתות חברתיות,,2,false,חלשה,נמוכה,false,false,false,true,false,false,false,true,מיקום שגוי,שגוי,"זובין פוטוק, מרכז בריאות 76","לפוסאביץ׳, כיכר מרכזית 16",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כיכר מרכזית 16,public_square,נמוכה
REC-064805,REC-064805,טלגרם,EVT-011,דיווחים סותרים על ירי באזור כפרי,EVT-011-CL-06,דיווח רחפן/מסוק,דיווח רחפן/מסוק,3,likely,חזקה,בינונית,false,true,false,false,true,true,false,false,,נכון חלקית,"זבצ׳אן, תחנת דלק 111","זבצ׳אן, תחנת דלק 111",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 111,תחנת דלק 111,facility,נמוכה
REC-071671,REC-071671,X,EVT-012,תקיפה נקודתית על סיור קוסוברי,EVT-012-CL-07,רשתות חברתיות,,2,disputed,בינונית,נמוכה,false,true,false,true,false,false,false,false,,שגוי,"זובין פוטוק, הדרך לאגם גזיבודה","זובין פוטוק, הדרך לאגם גזיבודה",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,הדרך לאגם גזיבודה,road_segment,גבוהה
REC-005863,REC-005863,חדשות מקומיות,EVT-013,סרביה מעלה כוננות בצד הגבול,EVT-013-CL-04,דיווח ירי,דיווח ירי,1,disputed,חלשה,נמוכה,false,false,false,true,true,false,false,false,,נכון,"צפון מיטרוביצה, כפר סמוך 71","צפון מיטרוביצה, כפר סמוך 71",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 71,כפר סמוך 71,village,נמוכה
REC-019996,REC-019996,שמועה מקומית,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-06,כלכלי/חברתי,,1,likely,חזקה,בינונית,false,false,false,true,false,false,false,false,,נכון חלקית,"זבצ׳אן, כיכר מרכזית 57","זבצ׳אן, כיכר מרכזית 57",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,כיכר מרכזית 57,public_square,בינונית
REC-070855,REC-070855,טלגרם,EVT-017,בתי ספר ועסקים נסגרים זמנית,EVT-017-CL-01,ציוד/רכבים,ציוד/רכבים,2,unverified,בינונית,נמוכה,false,false,false,true,true,false,false,false,,שגוי,"צפון מיטרוביצה, ציר גישה 102","צפון מיטרוביצה, ציר גישה 102",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 102,ציר גישה 102,road_segment,בינונית
REC-000325,REC-000325,פייסבוק,EVT-017,בתי ספר ועסקים נסגרים זמנית,EVT-017-CL-03,פינוי/חילוץ,,3,false,בינונית,נמוכה,false,false,false,true,false,false,false,true,מיקום שגוי,שגוי,"לפוסאביץ׳, כפר סמוך 13","צפון מיטרוביצה, נקודת בידוק כללית 6",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,נקודת בידוק כללית 6,checkpoint_area,נמוכה
REC-029557,REC-029557,חדשות מקומיות,EVT-012,תקיפה נקודתית על סיור קוסוברי,EVT-012-CL-08,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,5,false,בינונית,נמוכה,false,true,false,false,true,true,false,false,הכחשה שקרית,שגוי,"זבצ׳אן, כיכר מרכזית 57","זבצ׳אן, כיכר מרכזית 57",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,כיכר מרכזית 57,public_square,גבוהה
REC-036243,REC-036243,קבוצת וואטסאפ,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-12,רשתות חברתיות,,0,unverified,חזקה,נמוכה,false,true,false,true,false,false,false,false,,נכון חלקית,"צפון מיטרוביצה, כיכר מרכזית 45","צפון מיטרוביצה, כיכר מרכזית 45",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,כיכר מרכזית 45,public_square,נמוכה
REC-092101,REC-092101,ערוץ חדשות בינלאומי,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-04,רשתות חברתיות,,3,propaganda/disinformation,חזקה,נמוכה,false,false,false,true,false,true,false,false,פרשנות מוטה,שגוי,"צפון מיטרוביצה, אזור תעשייה קטן 14","צפון מיטרוביצה, אזור תעשייה קטן 14",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,אזור תעשייה קטן 14,neighborhood,בינונית
REC-014053,REC-014053,טיקטוק,EVT-015,KFOR מציב חיץ באזור רגיש,EVT-015-CL-11,רשתות חברתיות,,3,propaganda/disinformation,בינונית,נמוכה,false,true,false,true,false,false,false,false,תוכן מפוברק,שגוי,"צפון מיטרוביצה, צומת מקומי 75","צפון מיטרוביצה, צומת מקומי 75",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,צומת מקומי 75,junction,בינונית
REC-076521,REC-076521,טלגרם,EVT-013,סרביה מעלה כוננות בצד הגבול,EVT-013-CL-12,רשתות חברתיות,,1,likely,חזקה,בינונית,false,true,false,true,false,false,false,false,,נכון חלקית,"זבצ׳אן, תחנת דלק 111","זבצ׳אן, תחנת דלק 111",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 111,תחנת דלק 111,facility,בינונית
REC-088079,REC-088079,X,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-06,כוננות בצד הסרבי,כוננות בצד הסרבי,4,unverified,בינונית,נמוכה,false,true,false,false,true,true,false,false,,שגוי,"לפוסאביץ׳, כיכר מרכזית 108","לפוסאביץ׳, כיכר מרכזית 108",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 108,כיכר מרכזית 108,public_square,בינונית
REC-083061,REC-083061,טיקטוק,EVT-012,תקיפה נקודתית על סיור קוסוברי,EVT-012-CL-11,רפואי/חירום,,4,unverified,בינונית,נמוכה,true,false,false,true,false,false,false,false,,נכון חלקית,"לפוסאביץ׳, כיכר מרכזית 31","לפוסאביץ׳, כיכר מרכזית 31",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כיכר מרכזית 31,public_square,בינונית
REC-002446,REC-002446,X,EVT-011,דיווחים סותרים על ירי באזור כפרי,EVT-011-CL-11,רשתות חברתיות,,2,unverified,חלשה,נמוכה,false,true,false,true,false,false,false,false,,נכון חלקית,"צפון מיטרוביצה, כפר סמוך 58","צפון מיטרוביצה, כפר סמוך 58",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,כפר סמוך 58,village,בינונית
REC-022843,REC-022843,טיקטוק,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-05,תצפית על תנועת כוחות,תצפית על תנועת כוחות,2,unverified,חלשה,נמוכה,false,true,false,true,true,false,false,false,,לא ידוע,"זובין פוטוק, תחנת דלק 74","זובין פוטוק, תחנת דלק 74",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זובין פוטוק,כפר 74,תחנת דלק 74,facility,נמוכה
REC-087014,REC-087014,חדשות מקומיות,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-05,תחבורה/לוגיסטיקה אזרחית,,4,likely,חלשה,בינונית,false,false,false,true,false,false,false,false,,לא ידוע,"זובין פוטוק, אזור כפרי מערבי","זובין פוטוק, אזור כפרי מערבי",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,אזור כפרי מערבי,rural_area,גבוהה
REC-000746,REC-000746,פייסבוק,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-05,דיווח ירי,דיווח ירי,3,likely,בינונית,בינונית,false,true,true,false,true,false,false,false,סרטון ישן,שגוי,"זובין פוטוק, הדרך לאגם גזיבודה","זובין פוטוק, הדרך לאגם גזיבודה",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,הדרך לאגם גזיבודה,road_segment,בינונית
REC-062916,REC-062916,טלגרם,EVT-006,KFOR מגביר סיורים בצפון,EVT-006-CL-10,פינוי/חילוץ,פינוי/חילוץ,2,unverified,בינונית,נמוכה,false,true,false,false,true,false,false,false,זמן שגוי,נכון חלקית,"צפון מיטרוביצה, מרכז בריאות 123","צפון מיטרוביצה, מרכז בריאות 123",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,מרכז בריאות 123,facility,גבוהה
REC-095095,REC-095095,חדשות מקומיות,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-06,רשתות חברתיות,,3,unverified,חלשה,נמוכה,false,true,false,true,false,true,false,true,זיהוי שגוי של כוח,לא ידוע,"לפוסאביץ׳, תחנת דלק 28","לפוסאביץ׳, תחנת דלק 28",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 28,תחנת דלק 28,facility,נמוכה
REC-051311,REC-051311,X,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-02,פינוי/חילוץ,,3,propaganda/disinformation,חלשה,נמוכה,false,false,false,true,false,false,false,true,זיהוי שגוי של כוח,שגוי,"לפוסאביץ׳, כפר סמוך 110","לפוסאביץ׳, כפר סמוך 110",האם הדיווח מצביע על פעילות משטרתית?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 110,כפר סמוך 110,village,גבוהה
REC-068790,REC-068790,שמועה מקומית,EVT-011,דיווחים סותרים על ירי באזור כפרי,EVT-011-CL-10,ציוד/רכבים,ציוד/רכבים,1,unverified,חלשה,נמוכה,false,true,true,false,true,true,false,false,הכחשה שקרית,נכון,"זבצ׳אן, תחנת דלק 111","זבצ׳אן, תחנת דלק 111",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 111,תחנת דלק 111,facility,נמוכה
REC-072800,REC-072800,טיקטוק,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-06,דיווח רחפן/מסוק,דיווח רחפן/מסוק,2,likely,בינונית,בינונית,false,false,false,true,true,false,false,false,,שגוי,"זובין פוטוק, כפר סמוך 4","זובין פוטוק, כפר סמוך 4",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,כפר סמוך 4,village,גבוהה
REC-093692,REC-093692,חדשות מקומיות,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-05,גורמים חמושים לא מזוהים,גורמים חמושים לא מזוהים,1,unverified,חזקה,נמוכה,true,false,true,false,true,true,false,false,הכחשה שקרית,נכון,"זבצ׳אן, מרכז בריאות 51","זבצ׳אן, מרכז בריאות 51",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 51,facility,נמוכה
REC-076281,REC-076281,ערוץ חדשות בינלאומי,EVT-013,סרביה מעלה כוננות בצד הגבול,EVT-013-CL-05,רשתות חברתיות,,2,unverified,בינונית,נמוכה,false,true,false,true,false,false,false,true,זיהוי שגוי של כוח,שגוי,"לפוסאביץ׳, כיכר מרכזית 15","לפוסאביץ׳, כיכר מרכזית 15",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 15,כיכר מרכזית 15,public_square,נמוכה
REC-045651,REC-045651,פייסבוק,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-02,רשתות חברתיות,,3,unverified,חזקה,נמוכה,false,false,false,true,false,true,false,false,,נכון חלקית,"לפוסאביץ׳, ציר גישה 18","לפוסאביץ׳, ציר גישה 18",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 18,ציר גישה 18,road_segment,נמוכה
REC-063742,REC-063742,טלגרם,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-09,פינוי/חילוץ,,4,false,בינונית,נמוכה,false,false,false,true,false,false,false,false,פרשנות מוטה,שגוי,"צפון מיטרוביצה, תחנת משטרה אזורית","צפון מיטרוביצה, תחנת משטרה אזורית",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,תחנת משטרה אזורית,facility,בינונית
REC-005404,REC-005404,טיקטוק,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-03,דיווח פיצוץ,דיווח פיצוץ,4,unverified,חלשה,נמוכה,false,false,false,false,true,false,false,false,,נכון חלקית,"צפון מיטרוביצה, ציר גישה 125","צפון מיטרוביצה, ציר גישה 125",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 125,ציר גישה 125,road_segment,גבוהה
REC-052142,REC-052142,חדשות מקומיות,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-11,רשתות חברתיות,,4,propaganda/disinformation,חלשה,נמוכה,false,true,false,true,false,false,false,false,הכחשה שקרית,לא ידוע,"זובין פוטוק, בית ספר 64","זובין פוטוק, בית ספר 64",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,זובין פוטוק,זובין פוטוק,בית ספר 64,facility,בינונית
REC-088921,REC-088921,טלגרם,EVT-012,תקיפה נקודתית על סיור קוסוברי,EVT-012-CL-10,פינוי/חילוץ,פינוי/חילוץ,3,disputed,בינונית,נמוכה,false,true,false,true,true,false,false,false,,נכון חלקית,"זבצ׳אן, מרכז בריאות 51","זבצ׳אן, מרכז בריאות 51",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 51,facility,נמוכה
REC-096520,REC-096520,הודעת דובר,EVT-011,דיווחים סותרים על ירי באזור כפרי,EVT-011-CL-01,נוכחות KFOR,נוכחות KFOR,1,unverified,חזקה,נמוכה,false,true,true,false,true,false,false,true,מיקום שגוי,נכון חלקית,"לפוסאביץ׳, כפר סמוך 110","זבצ׳אן, מרכז בריאות 89",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,מרכז בריאות 89,facility,נמוכה
REC-097163,REC-097163,ערוץ חדשות בינלאומי,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-11,דיווח פיצוץ,דיווח פיצוץ,3,likely,חלשה,בינונית,false,false,false,true,true,false,false,false,,שגוי,"לפוסאביץ׳, מרכז בריאות 87","לפוסאביץ׳, מרכז בריאות 87",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,מרכז בריאות 87,facility,נמוכה
REC-011036,REC-011036,פייסבוק,EVT-013,סרביה מעלה כוננות בצד הגבול,EVT-013-CL-06,מדיני/דיפלומטי,,3,unverified,חלשה,נמוכה,false,false,false,false,false,false,false,false,,נכון חלקית,"בריסל, מטה נאט״ו","בריסל, מטה נאט״ו",האם האירוע משפיע על אזרחים או על צירים?,בריסל,נאט״ו,בריסל,בריסל,מטה נאט״ו,facility,גבוהה
REC-064180,REC-064180,טיקטוק,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-10,כלכלי/חברתי,,2,disputed,בינונית,נמוכה,false,false,false,true,false,false,false,false,,לא ידוע,"לפוסאביץ׳, כפר סמוך 103","לפוסאביץ׳, כפר סמוך 103",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,כפר סמוך 103,village,בינונית
REC-071893,REC-071893,X,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-01,מחסום/חסימה,מחסום/חסימה,3,disputed,חזקה,נמוכה,false,false,false,true,true,true,false,false,,לא ידוע,"זבצ׳אן, כיכר מרכזית 57","זבצ׳אן, כיכר מרכזית 57",האם יש שינוי בנוכחות KFOR?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,כיכר מרכזית 57,public_square,גבוהה
REC-063547,REC-063547,הודעת דובר,EVT-017,בתי ספר ועסקים נסגרים זמנית,EVT-017-CL-06,רשתות חברתיות,,2,disputed,בינונית,נמוכה,false,true,false,true,false,false,false,false,,נכון חלקית,"צפון מיטרוביצה, אזור תעשייה קטן 118","צפון מיטרוביצה, אזור תעשייה קטן 118",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 118,אזור תעשייה קטן 118,neighborhood,בינונית
REC-078500,REC-078500,הודעת דובר,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-04,מחסום/חסימה,מחסום/חסימה,4,false,בינונית,נמוכה,false,true,false,false,true,true,false,true,רעש שנראה צבאי,שגוי,"זבצ׳אן, צומת מקומי 114","זבצ׳אן, צומת מקומי 114",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 114,צומת מקומי 114,junction,נמוכה
REC-080625,REC-080625,טלגרם,EVT-013,סרביה מעלה כוננות בצד הגבול,EVT-013-CL-08,מדיני/דיפלומטי,,2,unverified,חלשה,נמוכה,false,false,false,false,false,false,false,false,,נכון חלקית,"בריסל, מטה נאט״ו","בריסל, מטה נאט״ו",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,בריסל,נאט״ו,בריסל,בריסל,מטה נאט״ו,facility,בינונית
REC-001594,REC-001594,בלוג פוליטי,EVT-015,KFOR מציב חיץ באזור רגיש,EVT-015-CL-04,פינוי/חילוץ,פינוי/חילוץ,3,disputed,חלשה,נמוכה,false,true,false,false,true,false,false,false,,נכון חלקית,"זבצ׳אן, נקודת בידוק כללית 61","זבצ׳אן, נקודת בידוק כללית 61",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,זבצ׳אן,נקודת בידוק כללית 61,checkpoint_area,בינונית
REC-015777,REC-015777,טלגרם,EVT-011,דיווחים סותרים על ירי באזור כפרי,EVT-011-CL-05,פעילות משטרתית,פעילות משטרתית,1,false,חלשה,נמוכה,true,true,false,true,true,false,false,false,תוכן מפוברק,שגוי,"לפוסאביץ׳, צומת מקומי 20","לפוסאביץ׳, צומת מקומי 20",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,לפוסאביץ׳,לפוסאביץ׳,צומת מקומי 20,junction,נמוכה
REC-042336,REC-042336,שמועה מקומית,EVT-012,תקיפה נקודתית על סיור קוסוברי,EVT-012-CL-04,רשתות חברתיות,,1,likely,בינונית,בינונית,false,true,false,true,false,false,false,false,,נכון חלקית,"צפון מיטרוביצה, נקודת בידוק כללית 6","צפון מיטרוביצה, נקודת בידוק כללית 6",האם יש ניסיון להטעות לגבי מיקום או זהות הכוח?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,נקודת בידוק כללית 6,checkpoint_area,גבוהה
REC-076719,REC-076719,חדשות מקומיות,EVT-017,בתי ספר ועסקים נסגרים זמנית,EVT-017-CL-01,רשתות חברתיות,,0,likely,בינונית,בינונית,false,true,false,true,false,false,false,false,תוכן מפוברק,נכון,"לפוסאביץ׳, אזור תעשייה קטן 129","לפוסאביץ׳, אזור תעשייה קטן 129",האם נדרשת הצלבה עם מקורות נוספים?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 129,אזור תעשייה קטן 129,neighborhood,גבוהה
REC-006887,REC-006887,בלוג פוליטי,EVT-011,דיווחים סותרים על ירי באזור כפרי,EVT-011-CL-06,רשתות חברתיות,,4,false,חלשה,נמוכה,false,true,false,true,false,false,false,false,הכחשה שקרית,שגוי,"צפון מיטרוביצה, אזור תעשייה קטן 86","צפון מיטרוביצה, אזור תעשייה קטן 86",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,צפון מיטרוביצה,כפר 86,אזור תעשייה קטן 86,neighborhood,גבוהה
REC-007164,REC-007164,הודעת דובר,EVT-013,סרביה מעלה כוננות בצד הגבול,EVT-013-CL-10,דיווח ירי,דיווח ירי,3,disputed,בינונית,נמוכה,false,true,false,false,true,true,false,false,,שגוי,"צפון מיטרוביצה, נקודת בידוק כללית 3","צפון מיטרוביצה, נקודת בידוק כללית 3",האם מדובר באירוע אמיתי או רעש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,נקודת בידוק כללית 3,checkpoint_area,גבוהה
REC-028958,REC-028958,פייסבוק,EVT-012,תקיפה נקודתית על סיור קוסוברי,EVT-012-CL-01,רשתות חברתיות,,2,propaganda/disinformation,בינונית,נמוכה,false,true,false,true,false,false,false,true,מיקום שגוי,שגוי,"לפוסאביץ׳, בית ספר סרבי מקומי","זבצ׳אן, נקודת בידוק כללית 44",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 44,נקודת בידוק כללית 44,checkpoint_area,נמוכה
REC-048996,REC-048996,X,EVT-016,חסימות נוספות והתפשטות מחאות,EVT-016-CL-04,פעילות משטרתית,פעילות משטרתית,4,likely,בינונית,בינונית,false,true,false,true,true,false,false,false,,נכון חלקית,"זבצ׳אן, כיכר מרכזית 85","זבצ׳אן, כיכר מרכזית 85",האם הטענה על הסלמה מגובה במקור אמין?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 85,כיכר מרכזית 85,public_square,נמוכה
REC-071052,REC-071052,טלגרם,EVT-015,KFOR מציב חיץ באזור רגיש,EVT-015-CL-03,רשתות חברתיות,,1,disputed,בינונית,נמוכה,false,true,false,true,false,false,false,false,,שגוי,"צפון מיטרוביצה, כפר סמוך 66","צפון מיטרוביצה, כפר סמוך 66",האם מחאה אזרחית הופכת לעימות חמוש?,קוסובו,צפון קוסובו,צפון מיטרוביצה,צפון מיטרוביצה,כפר סמוך 66,village,נמוכה
REC-008690,REC-008690,פייסבוק,EVT-014,דיווח שקרי על חציית גבול סרבית,EVT-014-CL-09,רשתות חברתיות,,1,confirmed,בינונית,גבוהה,false,false,false,true,false,false,false,false,,נכון חלקית,"זבצ׳אן, מרכז בריאות 60","זבצ׳אן, מרכז בריאות 60",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,זבצ׳אן,כפר 60,מרכז בריאות 60,facility,גבוהה
REC-032180,REC-032180,חדשות מקומיות,EVT-015,KFOR מציב חיץ באזור רגיש,EVT-015-CL-03,כוננות בצד הסרבי,כוננות בצד הסרבי,3,likely,חזקה,בינונית,false,true,false,false,true,false,false,false,,נכון,"לפוסאביץ׳, תחנת דלק 28","לפוסאביץ׳, תחנת דלק 28",האם האירוע משפיע על אזרחים או על צירים?,קוסובו,צפון קוסובו,לפוסאביץ׳,כפר 28,תחנת דלק 28,facility,בינונית
