event_id,timestamp_utc,source_type,source_reliability,source_reliability_label,certainty_level,entity_or_actor,location_id,event_summary
REC-020793,2026-09-16T20:44:00Z,פייסבוק,לא סווגה,unverified,נמוכה,ממשלת קוסובו,LOC-060,"תושב מדווח שאמבולנס עבר במהירות לכיוון צומת מקומי 40, אך לא ברור אם זה קשור לעימות."
REC-040381,2026-09-16T20:44:00Z,טלגרם,לא סווגה,likely,בינונית,אמבולנסים,LOC-100,דיווח לא מאומת על אמבולנסים באזור בית ספר 80. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.
REC-029425,2026-09-16T20:45:00Z,טלגרם,לא סווגה,likely,בינונית,קבוצה חמושה מקומית,LOC-140,תחנת הדלק בבית ספר 120 מדווחת על עומס חריג ועל מחסור זמני בדלק מסוג מסוים.
REC-063519,2026-09-16T20:45:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,גורמים לא מזוהים,LOC-034,"נשמעו קולות שנשמעו כמו ירי באזור אזור תעשייה קטן 14. חלק מהדיווחים מייחסים זאת לגורמים לא מזוהים, אך המידע לא אומת."
REC-012696,2026-09-16T20:46:00Z,הודעת דובר,לא סווגה,confirmed,גבוהה,משרד הפנים של קוסובו,LOC-059,מישהו יודע אם בטוח לעבור דרך בית ספר 39? שמעתי שיש שם מחסום חדש.
REC-031987,2026-09-16T20:46:00Z,טיקטוק,לא סווגה,likely,בינונית,ממשלת סרביה,LOC-089,צוותי אמבולנס מדווחים על קושי להגיע לאזור צומת מקומי 69 בגלל חסימות.
REC-066725,2026-09-16T20:46:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,EULEX,LOC-007,יש דיווחים על הפסקת חשמל קצרה באזור אזור כפרי מערבי. לא ברור אם מדובר בתקלה רגילה.
REC-001972,2026-09-16T20:47:00Z,טיקטוק,לא סווגה,propaganda/disinformation,נמוכה,KFOR,LOC-081,צוותי אמבולנס מדווחים על קושי להגיע לאזור נקודת בידוק כללית 61 בגלל חסימות.
REC-048890,2026-09-16T20:47:00Z,X,לא סווגה,propaganda/disinformation,נמוכה,צבא סרביה,LOC-103,דיווח לא מאומת על צבא סרביה באזור צומת מקומי 83. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.
REC-053496,2026-09-16T20:48:00Z,שמועה מקומית,לא סווגה,confirmed,גבוהה,תושבים מקומיים,LOC-140,"פוסט ויראלי מייחס ירי לתושבים מקומיים, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד."
REC-013726,2026-09-16T20:49:00Z,פייסבוק,לא סווגה,false,נמוכה,ממשלת סרביה,LOC-127,"דיווח דרמטי טוען שכוחות גדולים חצו את הגבול הלילה. נכון לעכשיו אין לכך אימות, ומקורות אחרים מכחישים."
REC-076980,2026-09-16T20:49:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-005,דיווח תקשורתי טוען כי KFOR הגביר את הנוכחות כדי למנוע חיכוך ישיר.
REC-009157,2026-09-16T20:51:00Z,X,לא סווגה,false,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-075,"הכביש באזור ציר גישה 55 פתוח לסירוגין, עם עיכובים משמעותיים."
REC-012274,2026-09-16T20:51:00Z,חדשות מקומיות,לא סווגה,false,נמוכה,KSF,LOC-134,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.
REC-052425,2026-09-16T20:51:00Z,טיקטוק,לא סווגה,unverified,נמוכה,צבא סרביה,LOC-109,נראה מחסום זמני ליד מרכז בריאות 89. לא ברור אם הוצב על ידי צבא סרביה או על ידי גורמים מקומיים.
REC-078626,2026-09-16T20:51:00Z,X,לא סווגה,false,נמוכה,קבוצה חמושה מקומית,LOC-090,מקור מפלגתי טוען שהאירוע הוא מתקפה מתוכננת מראש. אין ראיות עצמאיות שמאשרות את הטענה.
REC-081754,2026-09-16T20:52:00Z,פייסבוק,לא סווגה,disputed,נמוכה,אמבולנסים,LOC-047,נראה מחסום זמני ליד תחנת דלק 27. לא ברור אם הוצב על ידי אמבולנסים או על ידי גורמים מקומיים. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-093021,2026-09-16T20:53:00Z,בלוג פוליטי,לא סווגה,disputed,נמוכה,אמבולנסים,LOC-054,דיווח לא מאומת על אמבולנסים באזור ציר גישה 34. מספר תושבים טוענים שנראו רכבים נעים בציר סמוך.
REC-019857,2026-09-16T20:54:00Z,פייסבוק,לא סווגה,unverified,נמוכה,KFOR,LOC-029,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד אזור תעשייה קטן 9. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-026709,2026-09-16T20:54:00Z,פייסבוק,לא סווגה,unverified,נמוכה,ממשלת קוסובו,LOC-051,דיווח תקשורתי טוען כי KFOR הגביר את הנוכחות כדי למנוע חיכוך ישיר.
REC-036680,2026-09-16T20:54:00Z,ערוץ חדשות בינלאומי,לא סווגה,likely,בינונית,גורמים לא מזוהים,LOC-066,מישהו יודע אם בטוח לעבור דרך ציר גישה 46? שמעתי שיש שם מחסום חדש.
REC-047628,2026-09-16T20:55:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,ממשלת סרביה,LOC-054,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים.
REC-063143,2026-09-16T20:56:00Z,הודעת דובר,לא סווגה,likely,בינונית,KFOR,LOC-135,יש תור ארוך בתחנת הדלק ליד אזור תעשייה קטן 115. אנשים קונים יותר מהרגיל. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-082140,2026-09-16T20:56:00Z,בלוג פוליטי,לא סווגה,false,נמוכה,צבא סרביה,LOC-116,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד נקודת בידוק כללית 96. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-082221,2026-09-16T20:57:00Z,הודעת דובר,לא סווגה,disputed,נמוכה,צבא סרביה,LOC-022,אנשים מתאספים שוב ליד תחנת דלק 2. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-045883,2026-09-16T20:59:00Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,נמוכה,אמבולנסים,LOC-142,"נשמעו קולות שנשמעו כמו ירי באזור אזור תעשייה קטן 122. חלק מהדיווחים מייחסים זאת לאמבולנסים, אך המידע לא אומת. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה."
REC-054698,2026-09-16T20:59:00Z,טלגרם,לא סווגה,propaganda/disinformation,נמוכה,אמבולנסים,LOC-130,תושבים מתלוננים שהמצב הביטחוני פוגע בשגרה יותר מהאירוע עצמו.
REC-055633,2026-09-16T20:59:00Z,X,לא סווגה,propaganda/disinformation,נמוכה,אמבולנסים,LOC-004,דיווח באנגלית טוען למאות חמושים באזור הכביש לצפון מיטרוביצה; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות.
REC-099797,2026-09-16T20:59:00Z,קבוצת וואטסאפ,לא סווגה,likely,בינונית,יחידה מיוחדת של משטרת קוסובו,LOC-133,חשבון לא מזוהה טוען שיחידה מיוחדת של משטרת קוסובו נערכים למבצע רחב. הניסוח דומה לפוסטים קודמים מחשבונות בוט. אין תיעוד חזותי שמאפשר לאמת את הפרטים. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-034614,2026-09-16T21:00:00Z,טיקטוק,לא סווגה,disputed,נמוכה,KSF,LOC-144,"דיווח על כלי טיס בלתי מזוהה מעל אזור נקודת בידוק כללית 124. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-036371,2026-09-16T21:00:00Z,פייסבוק,לא סווגה,disputed,נמוכה,ממשלת קוסובו,LOC-030,"דיווח על כלי טיס בלתי מזוהה מעל אזור תחנת דלק 10. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-040939,2026-09-16T21:00:00Z,פייסבוק,לא סווגה,unverified,נמוכה,צבא סרביה,LOC-052,"ציר הכניסה לעיירה פתוח, אך תושבים מדווחים על בדיקות ממושכות. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם."
REC-085354,2026-09-16T21:00:00Z,X,לא סווגה,unverified,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-012,מקור מפלגתי טוען שהאירוע הוא מתקפה מתוכננת מראש. אין ראיות עצמאיות שמאשרות את הטענה.
REC-006888,2026-09-16T21:01:00Z,הודעת דובר,לא סווגה,false,נמוכה,מפגינים סרבים מקומיים,LOC-031,"נשמעו קולות שנשמעו כמו ירי באזור ציר גישה 11. חלק מהדיווחים מייחסים זאת למפגינים סרבים מקומיים, אך המידע לא אומת. אין תיעוד חזותי שמאפשר לאמת את הפרטים."
REC-050730,2026-09-16T21:01:00Z,X,לא סווגה,likely,בינונית,צבא סרביה,LOC-085,מישהו יודע אם בטוח לעבור דרך כפר סמוך 65? שמעתי שיש שם מחסום חדש. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-075179,2026-09-16T21:01:00Z,X,לא סווגה,confirmed,גבוהה,מפגינים סרבים מקומיים,LOC-050,מקור חדשותי מתקן דיווח קודם ומבהיר שלא הייתה חציית גבול מאומתת.
REC-094642,2026-09-16T21:01:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,משטרת קוסובו,LOC-067,דיווח על תנועה חריגה של רכבים ביטחוניים באזור תחנת דלק 47. מקור מקומי טוען שהכביש נחסם לזמן קצר.
REC-095623,2026-09-16T21:03:00Z,טלגרם,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-062,ראיתי כמה רכבים עם אורות כחולים בדרך למרכז בריאות 42. לא ברור אם זה משטרה או אמבולנס.
REC-010371,2026-09-16T21:04:00Z,הודעת דובר,לא סווגה,propaganda/disinformation,נמוכה,ממשלת קוסובו,LOC-042,"פוסט ויראלי מייחס ירי לממשלת קוסובו, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד. אין תיעוד חזותי שמאפשר לאמת את הפרטים."
REC-011605,2026-09-16T21:04:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,מנהיגים מקומיים סרבים,LOC-120,אנשים מתאספים שוב ליד תחנת דלק 100. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-036916,2026-09-16T21:04:00Z,בלוג פוליטי,לא סווגה,propaganda/disinformation,נמוכה,צבא סרביה,LOC-149,תושבים מדווחים על נוכחות מוגברת של צבא סרביה ליד אזור תעשייה קטן 129. אין אישור רשמי לפרטים.
REC-084165,2026-09-16T21:04:00Z,שמועה מקומית,לא סווגה,unverified,נמוכה,עיתונאים מקומיים,LOC-127,נראה מחסום זמני ליד נקודת בידוק כללית 107. לא ברור אם הוצב על ידי עיתונאים מקומיים או על ידי גורמים מקומיים.
REC-086872,2026-09-16T21:04:00Z,בלוג פוליטי,לא סווגה,likely,בינונית,EULEX,LOC-074,דיווח על תנועה חריגה של רכבים ביטחוניים באזור אזור מיוער 54. מקור מקומי טוען שהכביש נחסם לזמן קצר. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-088288,2026-09-16T21:04:00Z,בלוג פוליטי,לא סווגה,likely,בינונית,EULEX,LOC-108,"פוסט ויראלי מייחס ירי לEULEX, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד."
REC-096416,2026-09-16T21:04:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,KSF,LOC-077,ראיתי כמה רכבים עם אורות כחולים בדרך לכיכר מרכזית 57. לא ברור אם זה משטרה או אמבולנס.
REC-045649,2026-09-16T21:05:00Z,טיקטוק,לא סווגה,unverified,נמוכה,KFOR,LOC-141,הסרטון שמופץ עכשיו לא נראה מהיום. שימו לב לפני שמשתפים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-006741,2026-09-16T21:06:00Z,בלוג פוליטי,לא סווגה,likely,בינונית,גורמים לא מזוהים,LOC-129,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד צומת מקומי 109. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-032079,2026-09-16T21:06:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,EULEX,LOC-039,"נשמעו קולות שנשמעו כמו ירי באזור אזור תעשייה קטן 19. חלק מהדיווחים מייחסים זאת לEULEX, אך המידע לא אומת. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם."
REC-034804,2026-09-16T21:06:00Z,חדשות מקומיות,לא סווגה,propaganda/disinformation,נמוכה,גורמים לא מזוהים,LOC-112,חנות מקומית באזור צומת מקומי 92 נסגרה מוקדם בגלל חשש מהתחדשות המחאות.
REC-045107,2026-09-16T21:06:00Z,קבוצת וואטסאפ,לא סווגה,likely,בינונית,ממשלת קוסובו,LOC-077,מקור מפלגתי טוען שהאירוע הוא מתקפה מתוכננת מראש. אין ראיות עצמאיות שמאשרות את הטענה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-054108,2026-09-16T21:06:00Z,טיקטוק,לא סווגה,unverified,נמוכה,מנהיגים מקומיים סרבים,LOC-088,"ערוץ סרבי מדגיש את מצוקת התושבים הסרבים באזור, בעוד ערוץ קוסוברי מדגיש את הצורך באכיפת חוק. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם. אין תיעוד חזותי שמאפשר לאמת את הפרטים."
REC-059607,2026-09-16T21:06:00Z,חדשות מקומיות,לא סווגה,propaganda/disinformation,נמוכה,משטרת קוסובו,LOC-004,"נשמעו קולות שנשמעו כמו ירי באזור הכביש לצפון מיטרוביצה. חלק מהדיווחים מייחסים זאת למשטרת קוסובו, אך המידע לא אומת. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם."
REC-055211,2026-09-16T21:07:00Z,פייסבוק,לא סווגה,disputed,נמוכה,משרד הפנים של קוסובו,LOC-049,נראה מחסום זמני ליד אזור מיוער 29. לא ברור אם הוצב על ידי משרד הפנים של קוסובו או על ידי גורמים מקומיים.
REC-055755,2026-09-16T21:07:00Z,קבוצת וואטסאפ,לא סווגה,disputed,נמוכה,גורמים לא מזוהים,LOC-086,קבוצת הורים מקומית מדווחת על ביטול לימודים זמני בבית ספר סמוך. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-075137,2026-09-16T21:07:00Z,X,לא סווגה,disputed,נמוכה,KFOR,LOC-064,ראיתי כמה רכבים עם אורות כחולים בדרך לנקודת בידוק כללית 44. לא ברור אם זה משטרה או אמבולנס. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-046671,2026-09-16T21:08:00Z,X,לא סווגה,disputed,נמוכה,מפגינים סרבים מקומיים,LOC-035,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד כיכר מרכזית 15. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-005487,2026-09-16T21:09:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,צבא סרביה,LOC-030,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.
REC-009870,2026-09-16T21:09:00Z,X,לא סווגה,likely,בינונית,קבוצה חמושה מקומית,LOC-063,יש תור ארוך בתחנת הדלק ליד צומת מקומי 43. אנשים קונים יותר מהרגיל. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-028126,2026-09-16T21:09:00Z,שמועה מקומית,לא סווגה,unverified,נמוכה,גורמים לא מזוהים,LOC-150,חשבון לא מזוהה טוען שגורמים לא מזוהים נערכים למבצע רחב. הניסוח דומה לפוסטים קודמים מחשבונות בוט.
REC-059124,2026-09-16T21:09:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,משרד הפנים של קוסובו,LOC-002,יש דיווחים על הפסקת חשמל קצרה באזור מבנה העירייה. לא ברור אם מדובר בתקלה רגילה.
REC-028723,2026-09-16T21:10:00Z,טיקטוק,לא סווגה,likely,בינונית,עיתונאים מקומיים,LOC-063,מישהו יודע אם בטוח לעבור דרך צומת מקומי 43? שמעתי שיש שם מחסום חדש. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-035741,2026-09-16T21:10:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,גורמים לא מזוהים,LOC-069,נראה מחסום זמני ליד נקודת בידוק כללית 49. לא ברור אם הוצב על ידי גורמים לא מזוהים או על ידי גורמים מקומיים. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-016189,2026-09-16T21:11:00Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-103,דיווח באנגלית טוען למאות חמושים באזור צומת מקומי 83; דיווחים מקומיים מדברים על מספר קטן בהרבה או על אי־ודאות.
REC-054020,2026-09-16T21:11:00Z,שמועה מקומית,לא סווגה,false,נמוכה,אמבולנסים,LOC-060,אנשים מתאספים שוב ליד צומת מקומי 40. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-056261,2026-09-16T21:11:00Z,הודעת דובר,לא סווגה,unverified,נמוכה,צבא סרביה,LOC-029,שמועה בקבוצות מקומיות טוענת שיש רשימת מעצרים חדשה. אין מקור רשמי שמאשר זאת.
REC-071431,2026-09-16T21:12:00Z,פייסבוק,לא סווגה,unverified,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-133,אנשים מתאספים שוב ליד כיכר מרכזית 113. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-075247,2026-09-16T21:12:00Z,חדשות מקומיות,לא סווגה,false,נמוכה,KSF,LOC-133,מוקד חירום מקומי מבקש מהתושבים לא לדווח שוב ושוב על אותו אירוע.
REC-040537,2026-09-16T21:13:00Z,שמועה מקומית,לא סווגה,unverified,נמוכה,גורמים לא מזוהים,LOC-116,משאית אספקה עוכבה במחסום לא רשמי סמוך לנקודת בידוק כללית 96.
REC-080004,2026-09-16T21:14:00Z,פייסבוק,לא סווגה,confirmed,גבוהה,ממשלת סרביה,LOC-064,מישהו יודע אם בטוח לעבור דרך נקודת בידוק כללית 44? שמעתי שיש שם מחסום חדש. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-059862,2026-09-16T21:15:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,גורמים לא מזוהים,LOC-123,"סרטון שמופץ ברשת מוצג כאילו צולם באזור כפר סמוך 103, אך יש טענות שהוא ישן ואינו קשור לאירועים הנוכחיים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם."
REC-049031,2026-09-16T21:16:00Z,ערוץ חדשות בינלאומי,לא סווגה,unverified,נמוכה,KFOR,LOC-117,בקבוצות המקומיות מדברים על עוד הפגנה הערב ליד צומת מקומי 97. האווירה מתוחה.
REC-063121,2026-09-16T21:16:00Z,X,לא סווגה,disputed,נמוכה,עיתונאים מקומיים,LOC-144,תושבים מדווחים על נוכחות מוגברת של עיתונאים מקומיים ליד נקודת בידוק כללית 124. אין אישור רשמי לפרטים. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-096570,2026-09-16T21:16:00Z,בלוג פוליטי,לא סווגה,propaganda/disinformation,נמוכה,KSF,LOC-018,יש תור ארוך בתחנת הדלק ליד בית חולים אזורי. אנשים קונים יותר מהרגיל.
REC-001545,2026-09-16T21:17:00Z,הודעת דובר,לא סווגה,unverified,נמוכה,גורמים לא מזוהים,LOC-056,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד אזור תעשייה קטן 36. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-022883,2026-09-16T21:17:00Z,פייסבוק,לא סווגה,false,נמוכה,קבוצה חמושה מקומית,LOC-083,העירייה המקומית מבקשת מהתושבים להימנע מהתקהלויות גדולות.
REC-049010,2026-09-16T21:17:00Z,X,לא סווגה,disputed,נמוכה,משטרת קוסובו,LOC-106,נמסר על תאונת דרכים קלה באזור אזור תעשייה קטן 86; חלק מהגולשים קשרו זאת בטעות לאירועים הביטחוניים.
REC-056157,2026-09-16T21:17:00Z,X,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-088,"פוסט ויראלי מייחס ירי לתושבים מקומיים, אך סרטונים אחרים מאותו אזור מצביעים על רעש אזרחי בלבד."
REC-006598,2026-09-16T21:18:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,KFOR,LOC-109,"דיווח על כלי טיס בלתי מזוהה מעל אזור מרכז בריאות 89. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-039635,2026-09-16T21:18:00Z,ערוץ חדשות בינלאומי,לא סווגה,confirmed,גבוהה,KFOR,LOC-024,המשפחה שלי החליטה לא לשלוח את הילדים לבית הספר מחר בגלל המצב.
REC-050000,2026-09-16T21:18:00Z,טיקטוק,לא סווגה,unverified,נמוכה,גורמים לא מזוהים,LOC-022,"דיווח דרמטי טוען שכוחות גדולים חצו את הגבול הלילה. נכון לעכשיו אין לכך אימות, ומקורות אחרים מכחישים."
REC-079183,2026-09-16T21:18:00Z,פייסבוק,לא סווגה,unverified,נמוכה,KSF,LOC-010,ראיתי כמה רכבים עם אורות כחולים בדרך לצומת כניסה לעיירה. לא ברור אם זה משטרה או אמבולנס.
REC-046298,2026-09-16T21:19:00Z,X,לא סווגה,false,נמוכה,קבוצה חמושה מקומית,LOC-031,נראה מחסום זמני ליד ציר גישה 11. לא ברור אם הוצב על ידי קבוצה חמושה מקומית או על ידי גורמים מקומיים.
REC-049074,2026-09-16T21:19:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,EULEX,LOC-034,שמועה בקבוצות מקומיות טוענת שיש רשימת מעצרים חדשה. אין מקור רשמי שמאשר זאת. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-000340,2026-09-16T21:20:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-012,מקור מפלגתי טוען שהאירוע הוא מתקפה מתוכננת מראש. אין ראיות עצמאיות שמאשרות את הטענה.
REC-014262,2026-09-16T21:20:00Z,קבוצת וואטסאפ,לא סווגה,likely,בינונית,ממשלת סרביה,LOC-052,ראיתי כמה רכבים עם אורות כחולים בדרך לבית ספר 32. לא ברור אם זה משטרה או אמבולנס. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-048480,2026-09-16T21:20:00Z,בלוג פוליטי,לא סווגה,unverified,נמוכה,תושבים מקומיים,LOC-120,מישהו יודע אם בטוח לעבור דרך תחנת דלק 100? שמעתי שיש שם מחסום חדש. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-000230,2026-09-16T21:21:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,EULEX,LOC-106,יש תור ארוך בתחנת הדלק ליד אזור תעשייה קטן 86. אנשים קונים יותר מהרגיל.
REC-048830,2026-09-16T21:21:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-145,"נשמעו קולות שנשמעו כמו ירי באזור ציר גישה 125. חלק מהדיווחים מייחסים זאת לקבוצה חמושה מקומית, אך המידע לא אומת."
REC-045358,2026-09-16T21:22:00Z,טיקטוק,לא סווגה,unverified,נמוכה,KSF,LOC-008,נראה מחסום זמני ליד הדרך לאגם גזיבודה. לא ברור אם הוצב על ידי KSF או על ידי גורמים מקומיים. אין תיעוד חזותי שמאפשר לאמת את הפרטים.
REC-053836,2026-09-16T21:22:00Z,פייסבוק,לא סווגה,unverified,נמוכה,משרד הפנים של קוסובו,LOC-141,"דיווח על כלי טיס בלתי מזוהה מעל אזור תחנת דלק 121. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-024621,2026-09-16T21:23:00Z,חדשות מקומיות,לא סווגה,unverified,נמוכה,עיתונאים מקומיים,LOC-033,דיווח על תנועה חריגה של רכבים ביטחוניים באזור כפר סמוך 13. מקור מקומי טוען שהכביש נחסם לזמן קצר.
REC-051622,2026-09-16T21:23:00Z,בלוג פוליטי,לא סווגה,disputed,נמוכה,אמבולנסים,LOC-050,דיווח על תנועה חריגה של רכבים ביטחוניים באזור תחנת דלק 30. מקור מקומי טוען שהכביש נחסם לזמן קצר.
REC-056879,2026-09-16T21:23:00Z,טלגרם,לא סווגה,disputed,נמוכה,KSF,LOC-089,אנשים מתאספים שוב ליד צומת מקומי 69. חלק אומרים שהכביש ייסגר בשעה הקרובה.
REC-092400,2026-09-16T21:24:00Z,X,לא סווגה,unverified,נמוכה,KFOR,LOC-027,"דיווח על כלי טיס בלתי מזוהה מעל אזור תחנת דלק 7. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-056588,2026-09-16T21:25:00Z,X,לא סווגה,propaganda/disinformation,נמוכה,צבא סרביה,LOC-003,"תמונה של שיירה מוצגת ככוח סרבי, אך משתמשים אחרים טוענים שמדובר ב־KFOR או במשטרה."
REC-031507,2026-09-16T21:26:00Z,חדשות מקומיות,לא סווגה,likely,בינונית,KSF,LOC-048,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד תחנת דלק 28. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית.
REC-042930,2026-09-16T21:27:00Z,קבוצת וואטסאפ,לא סווגה,likely,בינונית,מפגינים סרבים מקומיים,LOC-115,נהג מונית מדווח על עומס חריג ועל חסימה חלקית בדרך לכיכר מרכזית 95. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-064438,2026-09-16T21:27:00Z,טיקטוק,לא סווגה,confirmed,גבוהה,אמבולנסים,LOC-127,ראיתי כמה רכבים עם אורות כחולים בדרך לנקודת בידוק כללית 107. לא ברור אם זה משטרה או אמבולנס. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-012046,2026-09-16T21:28:00Z,חדשות מקומיות,לא סווגה,disputed,נמוכה,משטרת קוסובו,LOC-115,"דיווח על כלי טיס בלתי מזוהה מעל אזור כיכר מרכזית 95. אין אישור אם מדובר ברחפן, מסוק או רעש אזרחי."
REC-039568,2026-09-16T21:28:00Z,טיקטוק,לא סווגה,disputed,נמוכה,מנהיגים מקומיים סרבים,LOC-002,"נשמעו קולות שנשמעו כמו ירי באזור מבנה העירייה. חלק מהדיווחים מייחסים זאת למנהיגים מקומיים סרבים, אך המידע לא אומת. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם."
REC-084580,2026-09-16T21:28:00Z,פייסבוק,לא סווגה,false,נמוכה,משרד הפנים של קוסובו,LOC-099,כמה מקורות מקומיים טוענים שנשמע פיצוץ ליד כפר סמוך 79. מקור אחר טוען שמדובר בזיקוקים או תקלה אזרחית. הדיווח מופיע בכמה חשבונות עם ניסוח כמעט זהה.
REC-006666,2026-09-16T21:29:00Z,קבוצת וואטסאפ,לא סווגה,unverified,נמוכה,קבוצה חמושה מקומית,LOC-132,אנשים מתאספים שוב ליד נקודת בידוק כללית 112. חלק אומרים שהכביש ייסגר בשעה הקרובה. מקור אחר טוען שהדיווח מוגזם או מתייחס לאירוע קודם.
REC-070857,2026-09-16T21:29:00Z,פייסבוק,לא סווגה,unverified,נמוכה,יחידה מיוחדת של משטרת קוסובו,LOC-141,תושבים מדווחים על נוכחות מוגברת של יחידה מיוחדת של משטרת קוסובו ליד תחנת דלק 121. אין אישור רשמי לפרטים.
