event_id,timestamp_utc,source_type,source_reliability,entity_or_actor,location_id,event_summary
SOC-0543,2026-05-16T19:33:00Z,רשתות חברתיות,גבוהה,אורי לוי,L-206,דיווח רקע על פעילות יומית באזור כביש גישה צדדי ליד בית שאן; ללא חריגה.
TEL-0090,2026-05-16T19:33:00Z,מטא-דאטה טלפוני,בינונית,חוליית שעון חול,L-206,עדכון תחזוקה שגרתי לציוד באתר
CUST-0081,2026-05-16T19:42:00Z,רשומת מכס,גבוהה,חוליית שעון חול,L-204,קריאת חיישן חלשה שסווגה כרעש סביבתי
ACOU-0420,2026-05-16T19:44:00Z,חיישן אקוסטי,נמוכה,קואופרטיב דלק העמק,L-207,דיווח רקע על פעילות יומית באזור אזור התעשייה בית שאן; ללא חריגה.
SOC-0084,2026-05-16T19:44:00Z,רשתות חברתיות,בינונית,יחידת תיאום מכס חיפה,L-201,רישום תשלום לספק שירותים מקומי
MAINT-0085,2026-05-16T19:45:00Z,יומן תחזוקה,בינונית,אופק לוגיסטיקה,L-208,תנועת דלק או אספקה חקלאית רגילה באזור משרד סיוע מרחב בחיפה
TEL-0245,2026-05-16T19:45:00Z,מטא-דאטה טלפוני,גבוהה,צפון משלוחים,L-202,שרשרת תמימה BN-031: שיחת תיאום קצרה על חלון פריקה של BN-5030; פעילות לוגיסטית רגילה.
MOVE-0106,2026-05-16T19:46:00Z,חיישן תנועה,בינונית,סהר כחול,L-206,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
MOVE-0107,2026-05-16T19:47:00Z,חיישן תנועה,בינונית,נועה ברק,L-208,רישום תשלום לספק שירותים מקומי
CUST-0082,2026-05-16T19:48:00Z,רשומת מכס,בינונית,חברת אורנים,L-205,פוסט מקומי על פעילות אזרחית באזור
MAINT-0361,2026-05-16T19:48:00Z,יומן תחזוקה,גבוהה,כרמל ציוד חקלאי,L-206,תנועה מסחרית רגילה באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע ל-OF-4482.
MOVE-0303,2026-05-16T19:49:00Z,חיישן תנועה,בינונית,יחידת תיאום מכס חיפה,L-207,עומס מקומי באזור אזור התעשייה בית שאן; אין קשר ידוע לאירוע הגבול.
PORT-0072,2026-05-16T19:50:00Z,רשומת נמל,גבוהה,אורי לוי,L-202,אירוע אזרחי או עומס מקומי באזור מתחם מחסנים קישון; אין קשר ידוע למכולה OF-4482
CUST-0083,2026-05-16T19:53:00Z,רשומת מכס,בינונית,אורי לוי,L-202,שיחה קצרה בין אנשי תפעול ללא תוכן חריג זמין
MAINT-0384,2026-05-16T19:53:00Z,יומן תחזוקה,גבוהה,מפעלי עמק הירדן,L-201,בדיקת שירות שגרתית עבור מפעלי עמק הירדן; לא נמצא מזהה משותף עם תרחישים אחרים.
SOC-0255,2026-05-16T19:53:00Z,רשתות חברתיות,גבוהה,מפעלי עמק הירדן,L-203,שרשרת תמימה BN-030: דיווח מקומי על הגעת חומרי אריזה לאתר היעד; פעילות אזרחית.
ACOU-0082,2026-05-16T19:54:00Z,חיישן אקוסטי,גבוהה,נועה ברק,L-208,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
CUST-0084,2026-05-16T19:55:00Z,רשומת מכס,בינונית,א. לוי,L-204,אירוע אזרחי או עומס מקומי באזור צומת גולני; אין קשר ידוע למכולה OF-4482
FIN-0082,2026-05-16T19:55:00Z,התראה פיננסית,גבוהה,חברת אורנים,L-202,מעבר רכב בודד ללא דפוס המשך ברור
MAINT-0379,2026-05-16T19:57:00Z,יומן תחזוקה,גבוהה,כרמל ציוד חקלאי,L-208,פעילות אזרחית רגילה באזור משרד סיוע מרחב בחיפה; אין חריגה תפעולית.
PORT-0073,2026-05-16T19:59:00Z,רשומת נמל,נמוכה,נועה ברק,L-208,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
TEL-0302,2026-05-16T19:59:00Z,מטא-דאטה טלפוני,נמוכה,עמק שירותי קירור,L-201,עומס מקומי באזור נמל חיפה; אין קשר ידוע לאירוע הגבול.
CUST-0290,2026-05-16T20:02:00Z,רשומת מכס,נמוכה,יחידת תיאום מכס חיפה,L-208,תנועה מסחרית רגילה באזור משרד סיוע מרחב בחיפה; אין קשר ידוע ל-OF-4482.
CAM-0100,2026-05-16T20:05:00Z,מצלמת דרך,בינונית,לא ידוע,L-204,רכב מסחרי ללא סימון עבר בצומת גולני לכיוון מזרח
SOC-0085,2026-05-16T20:09:00Z,רשתות חברתיות,נמוכה,לוי ימי,L-207,קריאת חיישן חלשה שסווגה כרעש סביבתי
TEL-0091,2026-05-16T20:09:00Z,מטא-דאטה טלפוני,בינונית,כרמל ציוד חקלאי,L-203,אירוע אזרחי או עומס מקומי באזור מעבר נהר הירדן; אין קשר ידוע למכולה OF-4482
FIN-0369,2026-05-16T20:10:00Z,התראה פיננסית,נמוכה,א. לוי,L-206,דיווח רקע על פעילות יומית באזור כביש גישה צדדי ליד בית שאן; ללא חריגה.
MOVE-0339,2026-05-16T20:11:00Z,חיישן תנועה,נמוכה,עמק שירותי קירור,L-209,תנועה מסחרית רגילה באזור מסוף דלק צמח; אין קשר ידוע ל-OF-4482.
SOC-0086,2026-05-16T20:11:00Z,רשתות חברתיות,גבוהה,לוי ימי,L-205,מעבר רכב בודד ללא דפוס המשך ברור
TEL-0092,2026-05-16T20:15:00Z,מטא-דאטה טלפוני,גבוהה,אורי לוי,L-201,תנועה מסחרית רגילה ללא חריגה משמעותית
ACOU-0259,2026-05-16T20:16:00Z,חיישן אקוסטי,בינונית,לא ידוע,L-201,דיווח רקע על פעילות יומית באזור נמל חיפה; ללא חריגה.
FIN-0083,2026-05-16T20:16:00Z,התראה פיננסית,גבוהה,חוליית שעון חול,L-205,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
SOC-0087,2026-05-16T20:16:00Z,רשתות חברתיות,גבוהה,סהר כחול,L-202,דיווח על עומס תנועה מקומי בשעות הערב
PORT-0259,2026-05-16T20:17:00Z,רשומת נמל,גבוהה,חברת אורנים,L-201,שרשרת תמימה BN-032: מכולה AG-5031 של מכלי דשן ריקים הגיעה לנקודת קליטה עם מסמכי משלוח תקינים; אין קשר ידוע ל-OF-4482.
PORT-0074,2026-05-16T20:21:00Z,רשומת נמל,בינונית,אופק מטענים,L-205,מעבר רכב בודד ללא דפוס המשך ברור
MAINT-0251,2026-05-16T20:28:00Z,יומן תחזוקה,גבוהה,מפעלי עמק הירדן,L-203,שרשרת תמימה BN-030: נרשם סיום פריקה של RV-5029 ובדיקת ציוד תקינה; אין קשר ידוע לאירוע הגבול.
MOVE-0271,2026-05-16T20:30:00Z,חיישן תנועה,גבוהה,צפון משלוחים,L-202,שרשרת תמימה BN-031: משאית מורשית יצאה עם BN-5030 לכיוון צומת גולני; תנועה מסחרית רגילה.
FIN-0398,2026-05-16T20:33:00Z,התראה פיננסית,נמוכה,יחידת תיאום מכס חיפה,L-207,עומס מקומי באזור אזור התעשייה בית שאן; אין קשר ידוע לאירוע הגבול.
MAINT-0086,2026-05-16T20:33:00Z,יומן תחזוקה,בינונית,חברת אורנים,L-204,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
FIN-0084,2026-05-16T20:35:00Z,התראה פיננסית,בינונית,א. לוי,L-203,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
CAM-0324,2026-05-16T20:37:00Z,מצלמת דרך,בינונית,עמק שירותי קירור,L-209,עדכון תפעולי רגיל של עמק שירותי קירור; המסמכים תואמים.
PORT-0075,2026-05-16T20:37:00Z,רשומת נמל,בינונית,אורי לוי,L-201,מעבר רכב בודד ללא דפוס המשך ברור
PORT-0413,2026-05-16T20:46:00Z,רשומת נמל,בינונית,א. לוי,L-206,פעילות אזרחית רגילה באזור כביש גישה צדדי ליד בית שאן; אין חריגה תפעולית.
MOVE-0108,2026-05-16T20:49:00Z,חיישן תנועה,גבוהה,סהר כחול,L-206,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
TEL-0093,2026-05-16T20:51:00Z,מטא-דאטה טלפוני,נמוכה,חברת אורנים,L-209,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
PORT-0076,2026-05-16T20:53:00Z,רשומת נמל,גבוהה,יחידת תיאום מכס חיפה,L-209,קריאת חיישן חלשה שסווגה כרעש סביבתי
TEL-0094,2026-05-16T20:53:00Z,מטא-דאטה טלפוני,גבוהה,לא ידוע,L-203,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
MAINT-0087,2026-05-16T20:56:00Z,יומן תחזוקה,בינונית,אופק מטענים,L-207,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
PORT-0300,2026-05-16T20:58:00Z,רשומת נמל,בינונית,נועה ברק,L-204,עומס מקומי באזור צומת גולני; אין קשר ידוע לאירוע הגבול.
CUST-0247,2026-05-16T20:59:00Z,רשומת מכס,גבוהה,יחידת תיאום מכס חיפה,L-201,שרשרת תמימה BN-032: AG-5031 שוחררה לאחר בדיקת מסמכים רגילה; אין מספרי מכולה משותפים עם OF-4482.
FIN-0575,2026-05-16T21:02:00Z,התראה פיננסית,בינונית,צפון משלוחים,L-208,פעילות אזרחית רגילה באזור משרד סיוע מרחב בחיפה; אין חריגה תפעולית.
PORT-0077,2026-05-16T21:04:00Z,רשומת נמל,בינונית,חברת אורנים,L-206,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
PORT-0475,2026-05-16T21:05:00Z,רשומת נמל,גבוהה,גליל הובלות,L-207,תנועה מסחרית רגילה באזור אזור התעשייה בית שאן; אין קשר ידוע ל-OF-4482.
CAM-0101,2026-05-16T21:07:00Z,מצלמת דרך,גבוהה,נועה ברק,L-203,קריאת חיישן חלשה שסווגה כרעש סביבתי
FIN-0085,2026-05-16T21:07:00Z,התראה פיננסית,נמוכה,סהר כחול,L-207,רישום תשלום לספק שירותים מקומי
CAM-0269,2026-05-16T21:15:00Z,מצלמת דרך,גבוהה,צפון משלוחים,L-204,שרשרת תמימה BN-031: מצלמת דרך תיעדה את המשאית של BN-5030 במסלול המתוכנן; ללא חריגה.
SOC-0312,2026-05-16T21:15:00Z,רשתות חברתיות,נמוכה,מפעלי עמק הירדן,L-203,עומס מקומי באזור מעבר נהר הירדן; אין קשר ידוע לאירוע הגבול.
SOC-0558,2026-05-16T21:15:00Z,רשתות חברתיות,גבוהה,גליל הובלות,L-208,פעילות אזרחית רגילה באזור משרד סיוע מרחב בחיפה; אין חריגה תפעולית.
SOC-0088,2026-05-16T21:19:00Z,רשתות חברתיות,נמוכה,חוליית שעון חול,L-202,פוסט מקומי על פעילות אזרחית באזור
CAM-0416,2026-05-16T21:20:00Z,מצלמת דרך,נמוכה,צפון משלוחים,L-207,רישום מנהלי שגרתי עבור צפון משלוחים; ללא דפוס המשך ברור.
ACOU-0278,2026-05-16T21:25:00Z,חיישן אקוסטי,בינונית,נועה ברק,L-205,בדיקת שירות שגרתית עבור נועה ברק; לא נמצא מזהה משותף עם תרחישים אחרים.
FIN-0256,2026-05-16T21:27:00Z,התראה פיננסית,גבוהה,משרד סיוע מרחב,L-201,שרשרת תמימה BN-032: תשלום רגיל עבור הובלת AG-5031 עם חשבונית מלאה וללא חריגה.
MAINT-0481,2026-05-16T21:27:00Z,יומן תחזוקה,נמוכה,נועה ברק,L-206,פעילות אזרחית רגילה באזור כביש גישה צדדי ליד בית שאן; אין חריגה תפעולית.
MAINT-0523,2026-05-16T21:27:00Z,יומן תחזוקה,בינונית,מפעלי עמק הירדן,L-201,תנועה מסחרית רגילה באזור נמל חיפה; אין קשר ידוע ל-OF-4482.
PORT-0078,2026-05-16T21:27:00Z,רשומת נמל,בינונית,קואופרטיב דלק העמק,L-207,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
CAM-0427,2026-05-16T21:28:00Z,מצלמת דרך,נמוכה,נועה ברק,L-208,תנועה מסחרית רגילה באזור משרד סיוע מרחב בחיפה; אין קשר ידוע ל-OF-4482.
TEL-0095,2026-05-16T21:28:00Z,מטא-דאטה טלפוני,בינונית,קואופרטיב דלק העמק,L-205,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
MAINT-0088,2026-05-16T21:29:00Z,יומן תחזוקה,גבוהה,חברת אורנים,L-208,שיחה קצרה בין אנשי תפעול ללא תוכן חריג זמין
CAM-0102,2026-05-16T21:31:00Z,מצלמת דרך,בינונית,א. לוי,L-208,פוסט מקומי על פעילות אזרחית באזור
FIN-0086,2026-05-16T21:32:00Z,התראה פיננסית,בינונית,אופק מטענים,L-207,קריאת חיישן חלשה שסווגה כרעש סביבתי
TEL-0096,2026-05-16T21:33:00Z,מטא-דאטה טלפוני,גבוהה,אופק מטענים,L-206,אירוע אזרחי או עומס מקומי באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע למכולה OF-4482
CAM-0103,2026-05-16T21:35:00Z,מצלמת דרך,נמוכה,יחידת תיאום מכס חיפה,L-202,תנועה מסחרית רגילה ללא חריגה משמעותית
SOC-0287,2026-05-16T21:35:00Z,רשתות חברתיות,גבוהה,חברת אורנים,L-208,עדכון תפעולי רגיל של חברת אורנים; המסמכים תואמים.
PORT-0471,2026-05-16T21:37:00Z,רשומת נמל,נמוכה,לא ידוע,L-208,עדכון תפעולי רגיל של לא ידוע; המסמכים תואמים.
CUST-0085,2026-05-16T21:38:00Z,רשומת מכס,בינונית,נועה ברק,L-209,תנועת דלק או אספקה חקלאית רגילה באזור מסוף דלק צמח
MOVE-0109,2026-05-16T21:39:00Z,חיישן תנועה,בינונית,קואופרטיב דלק העמק,L-202,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
MOVE-0110,2026-05-16T21:40:00Z,חיישן תנועה,גבוהה,מפעלי עמק הירדן,L-204,שיחה קצרה בין אנשי תפעול ללא תוכן חריג זמין
SIG-0001,2026-05-16T21:40:00Z,יירוט אות,בינונית,סהר כחול,L-206,"קטע מסר: ""המסננים נשארים קרים; לא לפתוח ליד השער; נקודת צמח אחרי עשר"""
CAM-0104,2026-05-16T21:46:00Z,מצלמת דרך,גבוהה,אורי לוי,L-209,דיווח על עומס תנועה מקומי בשעות הערב
TEL-0497,2026-05-16T21:47:00Z,מטא-דאטה טלפוני,גבוהה,כרמל ציוד חקלאי,L-201,בדיקת שירות שגרתית עבור כרמל ציוד חקלאי; לא נמצא מזהה משותף עם תרחישים אחרים.
TEL-0396,2026-05-16T21:48:00Z,מטא-דאטה טלפוני,גבוהה,גליל הובלות,L-201,בדיקת שירות שגרתית עבור גליל הובלות; לא נמצא מזהה משותף עם תרחישים אחרים.
MOVE-0111,2026-05-16T21:50:00Z,חיישן תנועה,נמוכה,לוי ימי,L-204,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
FIN-0087,2026-05-16T21:51:00Z,התראה פיננסית,בינונית,מפעלי עמק הירדן,L-208,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
TEL-0246,2026-05-16T21:52:00Z,מטא-דאטה טלפוני,גבוהה,חברת אורנים,L-208,שרשרת תמימה BN-032: שיחת תיאום קצרה על חלון פריקה של AG-5031; פעילות לוגיסטית רגילה.
TEL-0097,2026-05-16T21:53:00Z,מטא-דאטה טלפוני,גבוהה,אורי לוי,L-203,"אזכור כללי של משאבות חקלאיות, ללא מספר מכולה וללא קשר למחסן 11"
PORT-0079,2026-05-16T21:58:00Z,רשומת נמל,גבוהה,חברת אורנים,L-202,עדכון תחזוקה שגרתי לציוד באתר
SOC-0256,2026-05-16T22:00:00Z,רשתות חברתיות,גבוהה,קואופרטיב דלק העמק,L-207,שרשרת תמימה BN-031: דיווח מקומי על הגעת חלפים למשאבות מים לאתר היעד; פעילות אזרחית.
TEL-0519,2026-05-16T22:01:00Z,מטא-דאטה טלפוני,גבוהה,יחידת תיאום מכס חיפה,L-203,עדכון תפעולי רגיל של יחידת תיאום מכס חיפה; המסמכים תואמים.
MAINT-0089,2026-05-16T22:02:00Z,יומן תחזוקה,בינונית,א. לוי,L-205,תנועת דלק או אספקה חקלאית רגילה באזור שוק נצרת
FIN-0290,2026-05-16T22:05:00Z,התראה פיננסית,נמוכה,לא ידוע,L-201,עומס מקומי באזור נמל חיפה; אין קשר ידוע לאירוע הגבול.
MAINT-0090,2026-05-16T22:06:00Z,יומן תחזוקה,גבוהה,קואופרטיב דלק העמק,L-204,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
CUST-0502,2026-05-16T22:08:00Z,רשומת מכס,גבוהה,א. לוי,L-203,עדכון תפעולי רגיל של א. לוי; המסמכים תואמים.
MAINT-0091,2026-05-16T22:08:00Z,יומן תחזוקה,בינונית,צפון משלוחים,L-208,דיווח על עומס תנועה מקומי בשעות הערב
PORT-0080,2026-05-16T22:12:00Z,רשומת נמל,בינונית,אורי לוי,L-202,דיווח על עומס תנועה מקומי בשעות הערב
CAM-0105,2026-05-16T22:13:00Z,מצלמת דרך,בינונית,חוליית שעון חול,L-201,עדכון תחזוקה שגרתי לציוד באתר
PORT-0386,2026-05-16T22:14:00Z,רשומת נמל,גבוהה,חברת אורנים,L-207,פעילות אזרחית רגילה באזור אזור התעשייה בית שאן; אין חריגה תפעולית.
MAINT-0463,2026-05-16T22:15:00Z,יומן תחזוקה,בינונית,משרד סיוע מרחב,L-205,פעילות אזרחית רגילה באזור שוק נצרת; אין חריגה תפעולית.
CUST-0391,2026-05-16T22:16:00Z,רשומת מכס,גבוהה,חברת אורנים,L-208,פעילות אזרחית רגילה באזור משרד סיוע מרחב בחיפה; אין חריגה תפעולית.
MOVE-0112,2026-05-16T22:18:00Z,חיישן תנועה,גבוהה,גליל הובלות,L-202,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
MOVE-0113,2026-05-16T22:19:00Z,חיישן תנועה,גבוהה,אופק לוגיסטיקה,L-208,דיווח על עומס תנועה מקומי בשעות הערב
CAM-0106,2026-05-16T22:21:00Z,מצלמת דרך,נמוכה,אופק לוגיסטיקה,L-202,פוסט מקומי על פעילות אזרחית באזור
PORT-0260,2026-05-16T22:24:00Z,רשומת נמל,גבוהה,מפעלי עמק הירדן,L-209,שרשרת תמימה BN-033: מכולה CL-5032 של צינורות השקיה הגיעה לנקודת קליטה עם מסמכי משלוח תקינים; אין קשר ידוע ל-OF-4482.
TEL-0098,2026-05-16T22:24:00Z,מטא-דאטה טלפוני,גבוהה,עמק שירותי קירור,L-209,תנועת דלק או אספקה חקלאית רגילה באזור מסוף דלק צמח
CAM-0107,2026-05-16T22:26:00Z,מצלמת דרך,נמוכה,אורי לוי,L-209,שחרור מטען במסלול רגיל לאחר בדיקה מנהלית
TEL-0321,2026-05-16T22:27:00Z,מטא-דאטה טלפוני,נמוכה,מפעלי עמק הירדן,L-202,דיווח רקע על פעילות יומית באזור מתחם מחסנים קישון; ללא חריגה.
MOVE-0114,2026-05-16T22:30:00Z,חיישן תנועה,בינונית,לא ידוע,L-209,רכב מסחרי עצר לזמן קצר סמוך למסוף דלק צמח
PORT-0081,2026-05-16T22:30:00Z,רשומת נמל,בינונית,אופק מטענים,L-201,אירוע אזרחי או עומס מקומי באזור נמל חיפה; אין קשר ידוע למכולה OF-4482
MAINT-0321,2026-05-16T22:31:00Z,יומן תחזוקה,בינונית,משרד סיוע מרחב,L-206,רישום מנהלי שגרתי עבור משרד סיוע מרחב; ללא דפוס המשך ברור.
MAINT-0252,2026-05-16T22:35:00Z,יומן תחזוקה,גבוהה,קואופרטיב דלק העמק,L-207,שרשרת תמימה BN-031: נרשם סיום פריקה של BN-5030 ובדיקת ציוד תקינה; אין קשר ידוע לאירוע הגבול.
MOVE-0272,2026-05-16T22:37:00Z,חיישן תנועה,גבוהה,חברת אורנים,L-208,שרשרת תמימה BN-032: משאית מורשית יצאה עם AG-5031 לכיוון מתחם מחסנים קישון; תנועה מסחרית רגילה.
MAINT-0092,2026-05-16T22:39:00Z,יומן תחזוקה,גבוהה,לוי ימי,L-201,שיחה קצרה בין אנשי תפעול ללא תוכן חריג זמין
CUST-0472,2026-05-16T22:42:00Z,רשומת מכס,גבוהה,צפון משלוחים,L-208,רישום מנהלי שגרתי עבור צפון משלוחים; ללא דפוס המשך ברור.
TEL-0485,2026-05-16T22:45:00Z,מטא-דאטה טלפוני,גבוהה,אורי לוי,L-204,עדכון תפעולי רגיל של אורי לוי; המסמכים תואמים.
ACOU-0083,2026-05-16T22:47:00Z,חיישן אקוסטי,בינונית,לא ידוע,L-202,תנועה מסחרית רגילה ללא חריגה משמעותית
CAM-0108,2026-05-16T22:49:00Z,מצלמת דרך,נמוכה,עמק שירותי קירור,L-202,עדכון תחזוקה שגרתי לציוד באתר
ACOU-0235,2026-05-16T22:51:00Z,חיישן אקוסטי,גבוהה,גליל הובלות,L-203,פעילות אזרחית רגילה באזור מעבר נהר הירדן; אין חריגה תפעולית.
ACOU-0290,2026-05-16T23:00:00Z,חיישן אקוסטי,נמוכה,משרד סיוע מרחב,L-205,פעילות אזרחית רגילה באזור שוק נצרת; אין חריגה תפעולית.
ACOU-0084,2026-05-16T23:01:00Z,חיישן אקוסטי,בינונית,יחידת תיאום מכס חיפה,L-206,דיווח על עומס תנועה מקומי בשעות הערב
SOC-0089,2026-05-16T23:01:00Z,רשתות חברתיות,בינונית,עמק שירותי קירור,L-208,אירוע אזרחי או עומס מקומי באזור משרד סיוע מרחב בחיפה; אין קשר ידוע למכולה OF-4482
ACOU-0085,2026-05-16T23:06:00Z,חיישן אקוסטי,בינונית,לא ידוע,L-208,מעבר רכב בודד ללא דפוס המשך ברור
CUST-0248,2026-05-16T23:06:00Z,רשומת מכס,גבוהה,יחידת תיאום מכס חיפה,L-209,שרשרת תמימה BN-033: CL-5032 שוחררה לאחר בדיקת מסמכים רגילה; אין מספרי מכולה משותפים עם OF-4482.
FIN-0386,2026-05-16T23:07:00Z,התראה פיננסית,נמוכה,אורי לוי,L-203,עדכון תפעולי רגיל של אורי לוי; המסמכים תואמים.
MOVE-0401,2026-05-16T23:08:00Z,חיישן תנועה,בינונית,יחידת תיאום מכס חיפה,L-205,בדיקת שירות שגרתית עבור יחידת תיאום מכס חיפה; לא נמצא מזהה משותף עם תרחישים אחרים.
FIN-0425,2026-05-16T23:10:00Z,התראה פיננסית,גבוהה,לא ידוע,L-209,בדיקת שירות שגרתית עבור לא ידוע; לא נמצא מזהה משותף עם תרחישים אחרים.
PORT-0082,2026-05-16T23:13:00Z,רשומת נמל,בינונית,צפון משלוחים,L-203,עדכון תחזוקה שגרתי לציוד באתר
SOC-0090,2026-05-16T23:14:00Z,רשתות חברתיות,נמוכה,לא ידוע,L-207,"אזכור כללי של משאבות חקלאיות, ללא מספר מכולה וללא קשר למחסן 11"
CUST-0086,2026-05-16T23:15:00Z,רשומת מכס,נמוכה,חברת אורנים,L-204,עדכון תחזוקה שגרתי לציוד באתר
MOVE-0115,2026-05-16T23:17:00Z,חיישן תנועה,בינונית,אופק לוגיסטיקה,L-207,רישום תשלום לספק שירותים מקומי
CAM-0270,2026-05-16T23:22:00Z,מצלמת דרך,גבוהה,חברת אורנים,L-202,שרשרת תמימה BN-032: מצלמת דרך תיעדה את המשאית של AG-5031 במסלול המתוכנן; ללא חריגה.
CAM-0473,2026-05-16T23:22:00Z,מצלמת דרך,נמוכה,עמק שירותי קירור,L-202,בדיקת שירות שגרתית עבור עמק שירותי קירור; לא נמצא מזהה משותף עם תרחישים אחרים.
MAINT-0093,2026-05-16T23:23:00Z,יומן תחזוקה,גבוהה,אופק לוגיסטיקה,L-209,קריאת חיישן חלשה שסווגה כרעש סביבתי
MAINT-0094,2026-05-16T23:24:00Z,יומן תחזוקה,גבוהה,עמק שירותי קירור,L-206,תנועה מסחרית רגילה ללא חריגה משמעותית
ACOU-0086,2026-05-16T23:25:00Z,חיישן אקוסטי,גבוהה,חברת אורנים,L-205,תנועת דלק או אספקה חקלאית רגילה באזור שוק נצרת
CUST-0296,2026-05-16T23:27:00Z,רשומת מכס,גבוהה,גליל הובלות,L-202,רישום מנהלי שגרתי עבור גליל הובלות; ללא דפוס המשך ברור.
MOVE-0343,2026-05-16T23:27:00Z,חיישן תנועה,בינונית,חברת אורנים,L-205,דיווח רקע על פעילות יומית באזור שוק נצרת; ללא חריגה.
ACOU-0412,2026-05-16T23:31:00Z,חיישן אקוסטי,בינונית,יחידת תיאום מכס חיפה,L-202,בדיקת שירות שגרתית עבור יחידת תיאום מכס חיפה; לא נמצא מזהה משותף עם תרחישים אחרים.
CUST-0087,2026-05-16T23:31:00Z,רשומת מכס,גבוהה,חוליית שעון חול,L-204,משאית אספקה נכנסה ויצאה בהתאם לשעות פעילות רגילות
CUST-0322,2026-05-16T23:32:00Z,רשומת מכס,בינונית,כרמל ציוד חקלאי,L-202,עומס מקומי באזור מתחם מחסנים קישון; אין קשר ידוע לאירוע הגבול.
PORT-0083,2026-05-16T23:32:00Z,רשומת נמל,בינונית,אופק מטענים,L-203,שיחה קצרה בין אנשי תפעול ללא תוכן חריג זמין
TEL-0500,2026-05-16T23:33:00Z,מטא-דאטה טלפוני,נמוכה,צפון משלוחים,L-202,פעילות אזרחית רגילה באזור מתחם מחסנים קישון; אין חריגה תפעולית.
FIN-0257,2026-05-16T23:34:00Z,התראה פיננסית,גבוהה,יחידת תיאום מכס חיפה,L-209,שרשרת תמימה BN-033: תשלום רגיל עבור הובלת CL-5032 עם חשבונית מלאה וללא חריגה.
CUST-0414,2026-05-16T23:37:00Z,רשומת מכס,נמוכה,חברת אורנים,L-206,רישום מנהלי שגרתי עבור חברת אורנים; ללא דפוס המשך ברור.
CUST-0088,2026-05-16T23:38:00Z,רשומת מכס,נמוכה,יחידת תיאום מכס חיפה,L-205,עדכון תחזוקה שגרתי לציוד באתר
MOVE-0116,2026-05-16T23:39:00Z,חיישן תנועה,גבוהה,משרד סיוע מרחב,L-202,רישום תשלום לספק שירותים מקומי
SOC-0091,2026-05-16T23:41:00Z,רשתות חברתיות,נמוכה,גליל הובלות,L-201,דיווח על עומס תנועה מקומי בשעות הערב
CAM-0109,2026-05-16T23:45:00Z,מצלמת דרך,נמוכה,יחידת תיאום מכס חיפה,L-209,פוסט מקומי על פעילות אזרחית באזור
FIN-0519,2026-05-16T23:48:00Z,התראה פיננסית,גבוהה,חברת אורנים,L-206,עומס מקומי באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע לאירוע הגבול.
TEL-0099,2026-05-16T23:48:00Z,מטא-דאטה טלפוני,נמוכה,אופק מטענים,L-205,תנועת דלק או אספקה חקלאית רגילה באזור שוק נצרת
TEL-0247,2026-05-16T23:59:00Z,מטא-דאטה טלפוני,גבוהה,מפעלי עמק הירדן,L-204,שרשרת תמימה BN-033: שיחת תיאום קצרה על חלון פריקה של CL-5032; פעילות לוגיסטית רגילה.
ACOU-0087,2026-05-17T00:00:00Z,חיישן אקוסטי,בינונית,א. לוי,L-201,עדכון תחזוקה שגרתי לציוד באתר
SOC-0257,2026-05-17T00:07:00Z,רשתות חברתיות,גבוהה,משרד סיוע מרחב,L-205,שרשרת תמימה BN-032: דיווח מקומי על הגעת מכלי דשן ריקים לאתר היעד; פעילות אזרחית.
SOC-0092,2026-05-17T00:08:00Z,רשתות חברתיות,גבוהה,צפון משלוחים,L-207,שיחה קצרה בין אנשי תפעול ללא תוכן חריג זמין
MOVE-0117,2026-05-17T00:15:00Z,חיישן תנועה,גבוהה,לא ידוע,L-206,אירוע אזרחי או עומס מקומי באזור כביש גישה צדדי ליד בית שאן; אין קשר ידוע למכולה OF-4482
SOC-0093,2026-05-17T00:16:00Z,רשתות חברתיות,גבוהה,משרד סיוע מרחב,L-207,קריאת חיישן חלשה שסווגה כרעש סביבתי
